,ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
4424,LGAD,PYR,ANDRAVIDA,ANDRAVIDA,GREECE,37,55,14,N,21,17,33,E,17,37.921,21.293
4425,LGAG,AGQ,AGRINION,AGRINION,GREECE,38,36,7,N,21,21,4,E,30,38.602,21.351
4426,LGAL,AXD,DIMOKRITOS,ALEXANDROUPOLIS,GREECE,40,51,21,N,25,57,22,E,8,40.856,25.956
4428,LGAT,HEW,ATHINAI,ATHENS,GREECE,37,53,16,N,23,43,54,E,21,37.888,23.732
4430,LGBL,VOL,NEA ANCHIALOS,NEA ANGHIALOS,GREECE,39,13,10,N,22,47,39,E,25,39.219,22.794
4433,LGHI,JKH,CHIOS,CHIOS,GREECE,38,20,35,N,26,8,26,E,6,38.343,26.141
4435,LGIO,IOA,IOANNINA,IOANNINA,GREECE,39,41,47,N,20,49,21,E,477,39.696,20.822
4436,LGIR,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35,20,22,N,25,10,49,E,36,35.339,25.18
4437,LGKA,KSO,ARISTOTELIS,KASTORIA,GREECE,40,26,58,N,21,16,34,E,666,40.449,21.276
4438,LGKC,KIT,KITHIRA,KITHIRA,GREECE,36,16,27,N,23,1,1,E,318,36.274,23.017
4439,LGKF,EFL,KEFALLINIA,KEFFALLINIA,GREECE,38,7,11,N,20,30,2,E,19,38.12,20.501
4441,LGKL,KLX,KALAMATA,KALAMATA,GREECE,37,4,6,N,22,1,32,E,9,37.068,22.026
4444,LGKO,KGS,KOS,KOS,GREECE,36,47,36,N,27,5,30,E,125,36.793,27.092
4445,LGKP,AOK,KARPATHOS,KARPATHOS,GREECE,35,25,17,N,27,8,45,E,21,35.421,27.146
4446,LGKR,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39,36,7,N,19,54,42,E,2,39.602,19.912
4447,LGKS,KSJ,KASOS,KASOS,GREECE,35,25,16,N,26,54,36,E,11,35.421,26.91
4448,LGKV,KVA,MEGAS ALEXANDROS INTERNATIONAL,KAVALA,GREECE,40,54,47,N,24,37,9,E,6,40.913,24.619
4449,LGKZ,KZI,FILIPPOS,KOZANI,GREECE,40,17,10,N,21,50,27,E,634,40.286,21.841
4450,LGLE,LRS,LEROS,LEROS,GREECE,37,11,5,N,26,48,1,E,11,37.185,26.8
4451,LGLM,LXS,LIMNOS,LIMNOS,GREECE,39,55,1,N,25,14,10,E,5,39.917,25.236
4452,LGLR,LRA,LARISA,LARISSA,GREECE,39,39,0,N,22,27,55,E,74,39.65,22.465
4454,LGMK,JMK,MIKONOS,MYKONOS,GREECE,37,26,6,N,25,20,53,E,124,37.435,25.348
4457,LGMT,MJT,MITILINI,MYTILINI,GREECE,39,3,24,N,26,35,54,E,18,39.057,26.598
4459,LGPZ,PVK,AKTIO,PREVEZA,GREECE,38,55,31,N,20,45,55,E,4,38.925,20.765
4461,LGRP,RHO,DIAGORAS,RHODOS,GREECE,36,24,19,N,28,5,10,E,6,36.405,28.086
4462,LGRX,GPA,ARAXOS,PATRAS,GREECE,38,9,4,N,21,25,32,E,15,38.151,21.426
4463,LGSA,CHQ,SOUDA,CHANIA,GREECE,35,31,54,N,24,8,58,E,150,35.532,24.149
4465,LGSK,JSI,SKIATHOS,SKIATHOS,GREECE,39,10,37,N,23,30,13,E,16,39.177,23.504
4466,LGSM,SMI,SAMOS,SAMOS,GREECE,37,41,24,N,26,54,42,E,7,37.69,26.912
4469,LGSR,JTR,SANTORINI,SANTORINI,GREECE,36,24,1,N,25,28,43,E,40,36.4,25.479
4470,LGST,JSH,SITIA,SITIA,GREECE,35,12,49,N,26,5,51,E,13,35.214,26.098
4472,LGSY,SKU,SKYROS,SKIROS,GREECE,38,58,3,N,24,29,14,E,15,38.968,24.487
4476,LGTS,SKG,MAKEDONIA,THESSALONIKI,GREECE,40,31,11,N,22,58,15,E,7,40.52,22.971
4479,LGZA,ZTH,ZAKINTHOS DIONYSIOS SOLOMOS,ZAKYNTHOS,GREECE,37,45,0,N,20,52,55,E,5,37.75,20.882
4483,LHBP,BUD,FERIHEGY,BUDAPEST,HUNGARY,47,26,12,N,19,15,20,E,151,47.437,19.256
4486,LHDC,DEB,DEBRECEN,DEBRECEN,HUNGARY,47,29,20,N,21,36,55,E,111,47.489,21.615
4516,LIBC,CRV,CROTONE,CROTONE,ITALY,38,59,50,N,17,4,48,E,159,38.997,17.08
4517,LIBD,BRI,PALESE MACCHIE,BARI,ITALY,41,8,18,N,16,45,38,E,54,41.138,16.761
4519,LIBF,FOG,GINO LISA,FOGGIA,ITALY,41,25,58,N,15,32,6,E,82,41.433,15.535
4520,LIBG,TAR,GROTTAGLIE,GROTTAGLIE,ITALY,40,30,58,N,17,24,8,E,66,40.516,17.402
4527,LIBN,LCC,LECCE,LECCE,ITALY,40,14,19,N,18,7,59,E,49,40.239,18.133
4529,LIBP,PSR,PESCARA,PESCARA,ITALY,42,25,53,N,14,10,51,E,15,42.431,14.181
4531,LIBR,BDS,CASALE,BRINDISI,ITALY,40,39,27,N,17,56,49,E,15,40.657,17.947
4540,LICA,SUF,LAMEZIA TERME,LAMEZIA,ITALY,38,54,23,N,16,14,32,E,13,38.906,16.242
4542,LICC,CTA,CATANIA FONTANAROSSA,CATANIA,ITALY,37,28,0,N,15,3,58,E,13,37.467,15.066
4543,LICD,LMP,LAMPEDUSA,LAMPEDUSA,ITALY,35,29,52,N,12,37,5,E,22,35.498,12.618
4546,LICG,PNL,PANTELLERIA,PANTELLERIA,ITALY,36,48,59,N,11,58,7,E,194,36.816,11.969
4549,LICJ,PMO,PALERMO,PALERMO,ITALY,38,10,33,N,13,5,27,E,20,38.176,13.091
4553,LICP,PMO,BOCCADIFALCO,PALERMO,ITALY,38,6,39,N,13,18,48,E,106,38.111,13.313
4554,LICR,REG,REGGIO CALABRIA,REGGIO CALABRIA,ITALY,38,4,16,N,15,39,5,E,29,38.071,15.651
4556,LICT,TPS,TRAPANI BIRGI,TRAPANI,ITALY,37,54,45,N,12,29,17,E,8,37.913,12.488
4559,LICZ,NSY,SIGONELLA,SIGONELLA,ITALY,37,24,5,N,14,55,20,E,25,37.401,14.922
4560,LIEA,AHO,ALGHERO,ALGHERO,ITALY,40,37,55,N,8,17,26,E,27,40.632,8.291
4563,LIED,DCI,DECIMOMANNU,DECIMOMANNU,ITALY,39,21,15,N,8,58,20,E,31,39.354,8.972
4564,LIEE,CAG,ELMAS,CAGLIARI,ITALY,39,15,5,N,9,3,15,E,4,39.251,9.054
4571,LIEO,OLB,OLBIA COSTA SMERALDA,OLBIA,ITALY,40,53,55,N,9,31,3,E,12,40.899,9.518
4573,LIET,TTB,TORTOLI,TORTOLI,ITALY,39,55,7,N,9,40,58,E,7,39.919,9.683
4581,LIMC,MXP,MALPENSA,MILANO,ITALY,45,37,53,N,8,43,40,E,234,45.631,8.728
4583,LIME,BGY,BERGAMO ORIO AL SERIO,BERGAMO,ITALY,45,40,26,N,9,42,15,E,238,45.674,9.704
4584,LIMF,TRN,TORINO,TORINO,ITALY,45,12,2,N,7,38,58,E,302,45.201,7.649
4585,LIMG,ALL,ALBENGA,ALBENGA,ITALY,44,3,2,N,8,7,38,E,46,44.051,8.127
4588,LIMJ,GOA,GENOVA SESTRI,GENOA,ITALY,44,24,43,N,8,50,30,E,4,44.412,8.842
4590,LIML,LIN,LINATE,MILAN,ITALY,45,26,43,N,9,16,37,E,108,45.445,9.277
4594,LIMP,PMF,PARMA,PARMA,ITALY,44,49,28,N,10,17,46,E,50,44.824,10.296
4597,LIMS,QPZ,PIACENZA,PIACENZA,ITALY,44,54,47,N,9,43,24,E,139,44.913,9.723
4603,LIMZ,CUF,LEVALDIGI,LEVALDIGI,ITALY,44,32,47,N,7,37,20,E,387,44.546,7.622
4605,LIPA,AVB,AVIANO AB,AVIANO,ITALY,46,1,54,N,12,35,47,E,126,46.032,12.596
4606,LIPB,BZO,BOLZANO,BOLZANO,ITALY,46,27,38,N,11,19,34,E,239,46.461,11.326
4609,LIPE,BLQ,BOLOGNA,BOLOGNA,ITALY,44,32,3,N,11,17,25,E,38,44.534,11.29
4612,LIPH,TSF,TREVISO,TREVISO,ITALY,45,38,55,N,12,11,43,E,18,45.649,12.195
4615,LIPK,FRL,FORLI,FORLI,ITALY,44,11,41,N,12,4,12,E,30,44.195,12.07
4619,LIPO,VBS,MONTICHIARI,MONTICHIARI,ITALY,45,25,44,N,10,19,50,E,109,45.429,10.331
4621,LIPQ,TRS,RONCHI DEI LEGIONARI,RONCHI DE LEGIONARI,ITALY,45,49,40,N,13,27,59,E,12,45.828,13.466
4622,LIPR,RMI,RIMINI,RIMINI,ITALY,44,1,13,N,12,36,43,E,13,44.02,12.612
4624,LIPT,VIC,VICENZA,VICENZA,ITALY,45,34,27,N,11,31,50,E,40,45.574,11.531
4625,LIPU,QPA,PADOVA,PADOVA,ITALY,45,23,44,N,11,50,52,E,14,45.396,11.848
4628,LIPX,VRN,VILLAFRANCA,VILLAFRANCA,ITALY,45,23,44,N,10,53,18,E,73,45.396,10.888
4629,LIPZ,VCE,VENEZIA TESSERA,VENICE,ITALY,45,30,18,N,12,21,6,E,3,45.505,12.352
4642,LIQS,SAY,AMPUGNANO,SIENA,ITALY,43,15,26,N,11,15,15,E,195,43.257,11.254
4646,LIRA,CIA,CIAMPINO,ROME,ITALY,41,47,57,N,12,35,41,E,131,41.799,12.595
4650,LIRF,FCO,FIUMICINO,ROME,ITALY,41,48,46,N,12,15,11,E,4,41.813,12.253
4654,LIRJ,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42,45,37,N,10,14,22,E,10,42.76,10.239
4656,LIRL,QLT,LATINA,LATINA,ITALY,41,32,32,N,12,54,32,E,29,41.542,12.909
4658,LIRN,NAP,CAPODICHINO,NAPLES,ITALY,40,53,9,N,14,17,26,E,91,40.886,14.291
4659,LIRP,PSA,PISA,PISA,ITALY,43,41,2,N,10,23,33,E,3,43.684,10.393
4660,LIRQ,FLR,PERETOLA,FIRENZE,ITALY,43,48,35,N,11,12,18,E,44,43.81,11.205
4661,LIRS,GRS,GROSSETO,GROSSETO,ITALY,42,45,39,N,11,4,20,E,5,42.761,11.072
4665,LIRZ,PEG,PERUGIA,PERUGIA,ITALY,43,5,45,N,12,30,47,E,212,43.096,12.513
4685,LJLJ,LJU,LJUBLJANA,LJUBLIANA,SLOVENIA,46,13,25,N,14,27,27,E,389,46.224,14.457
4686,LJMB,MBX,MARIBOR,MARIBOR,SLOVENIA,46,28,47,N,15,41,10,E,268,46.48,15.686
4691,LJPZ,POW,PORTOROZ,PORTOROZ,SLOVENIA,45,28,24,N,13,36,53,E,3,45.473,13.615
4734,LKKV,KLV,KARLOVY VARY,KARLOVY VARY,CZECH REPUBLIC,50,12,10,N,12,54,53,E,607,50.203,12.915
4746,LKMT,OSR,MOSNOV,OSTRAVA,CZECH REPUBLIC,49,41,47,N,18,6,40,E,258,49.696,18.111
4753,LKPD,PED,PARDUBICE,PARDUBICE,CZECH REPUBLIC,50,0,48,N,15,44,19,E,226,50.013,15.739
4760,LKPO,PRV,PREROV,PREROV,CZECH REPUBLIC,49,25,33,N,17,24,17,E,207,49.426,17.405
4761,LKPR,PRG,RUZYNE,PRAGUE,CZECH REPUBLIC,50,6,3,N,14,15,36,E,381,50.101,14.26
4777,LKTB,BRQ,TURANY,TURANY,CZECH REPUBLIC,49,9,4,N,16,41,39,E,237,49.151,16.694
4795,LLBG,TLV,BEN GURION,TEL-AVIV,ISRAEL,32,0,34,N,34,52,36,E,42,32.009,34.877
4796,LLBS,BEV,TEYMAN,BEER-SHEBA,ISRAEL,31,17,13,N,34,43,22,E,200,31.287,34.723
4799,LLET,ETH,EILAT,ELAT,ISRAEL,29,33,40,N,34,57,36,E,13,29.561,34.96
4802,LLHA,HFA,HAIFA,HAIFA,ISRAEL,32,48,40,N,35,2,38,E,9,32.811,35.044
4805,LLIB,RPN,MAHANAIM I BEN YAAKOV,ROSH PINA,ISRAEL,32,58,51,N,35,34,18,E,282,32.981,35.572
4807,LLJR,JRS,JERUSALEM/ATAROT,JERUSALEM,ISRAEL,31,52,0,N,35,13,0,E,232,31.867,35.217
4812,LLMZ,MTZ,BAR YEHUDA,METZADA,ISRAEL,31,19,41,N,35,23,18,E,-385,31.328,35.388
4814,LLOV,VDA,OVDA,OVDA,ISRAEL,29,56,24,N,34,56,9,E,455,29.94,34.936
4818,LLSD,SDV,SDE DOV,TEL-AVIV,ISRAEL,32,6,52,N,34,46,55,E,14,32.114,34.782
4820,LMML,MLA,LUQA,MALTA,MALTA,35,51,26,N,14,28,39,E,92,35.857,14.478
4890,LOWG,GRZ,GRAZ MIL/CIV,GRAZ,AUSTRIA,47,0,0,N,15,26,0,E,106,47.0,15.433
4891,LOWI,INN,INNSBRUCK,INNSBRUCK,AUSTRIA,47,15,36,N,11,20,38,E,581,47.26,11.344
4892,LOWK,KLU,KLAGENFURT(AUS-AFB),KLAGENFURT,AUSTRIA,46,39,0,N,14,20,0,E,138,46.65,14.333
4893,LOWL,LNZ,HORSCHING INTERNATIONAL AIRPORT (AUS - AFB),LINZ,AUSTRIA,48,14,0,N,14,11,0,E,96,48.233,14.183
4895,LOWS,SZG,SALZBURG,SALZBURG,AUSTRIA,47,47,35,N,13,0,15,E,431,47.793,13.004
4896,LOWW,VIE,SCHWECHAT,VIENNA,AUSTRIA,48,6,37,N,16,34,11,E,183,48.11,16.57
4910,LPAZ,SMA,SANTA MARIA,SANTA MARIA (ISLAND),ACORES,36,58,17,N,25,10,14,W,94,36.971,-25.171
4911,LPBG,BGC,BRAGANCA,BRAGANCA,ACORES,41,52,6,N,6,42,43,W,684,41.868,-6.712
4919,LPFL,FLW,FLORES,FLORES (FLORES ISL.),ACORES,39,27,18,N,31,7,52,W,35,39.455,-31.131
4920,LPFR,FAO,FARO,FARO,ACORES,37,0,51,N,7,57,57,W,8,37.014,-7.966
4922,LPGR,GRW,GRACIOSA,GRACIOSA ISLAND,ACORES,39,5,31,N,28,1,47,W,27,39.092,-28.03
4923,LPHR,HOR,HORTA,HORTA,ACORES,38,31,11,N,28,42,57,W,36,38.52,-28.716
4927,LPLA,TER,LAJES,LAJES (TERCEIRA ISLAND),ACORES,38,45,51,N,27,5,36,W,55,38.764,-27.093
4938,LPPD,PDL,PONTA DELGADA,PONTA DELGADA,ACORES,37,44,28,N,25,41,52,W,79,37.741,-25.698
4939,LPPI,PIX,PICO,PICO,ACORES,38,33,16,N,28,26,23,W,34,38.554,-28.44
4942,LPPR,OPO,PORTO,PORTO,ACORES,41,14,53,N,8,40,53,W,70,41.248,-8.681
4943,LPPS,PXO,PORTO SANTO,PORTO SANTO,MADEIRA,33,4,24,N,16,20,59,W,104,33.073,-16.35
4944,LPPT,LIS,LISBOA,LISBON,PORTUGAL,38,46,52,N,9,8,9,W,114,38.781,-9.136
4949,LPSJ,SJZ,SAO JORGE,SAO JORGE ISLAND,ACORES,38,39,55,N,28,10,32,W,95,38.665,-28.176
4952,LPVR,VRL,VILA REAL,VILA REAL,ACORES,41,16,27,N,7,43,13,W,551,41.274,-7.72
4955,LQMO,OMO,MOSTAR,MOSTAR,BOSNIA-HERCEGOVINA,43,16,58,N,17,50,45,E,48,43.283,17.846
4956,LQSA,SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,43,49,28,N,18,19,53,E,521,43.824,18.331
4957,LRAR,ARW,ARAD,ARAD,ROMANIA,46,10,35,N,21,15,43,E,108,46.176,21.262
4958,LRBC,BCM,BACAU,BACAU,ROMANIA,46,31,19,N,26,54,37,E,186,46.522,26.91
4959,LRBM,BAY,TAUTII MAGHERAUS,BAIA MARE,ROMANIA,47,39,30,N,23,28,12,E,185,47.658,23.47
4960,LRBS,BBU,BANEASA,BUCHAREST,ROMANIA,44,30,11,N,26,6,7,E,91,44.503,26.102
4961,LRCK,CND,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA,44,21,44,N,28,29,18,E,108,44.362,28.488
4962,LRCL,CLJ,SOMESENI,CLUJ-NAPOCA,ROMANIA,46,47,6,N,23,41,10,E,316,46.785,23.686
4963,LRCS,CSB,CARANSEBES,CARANSEBES,ROMANIA,45,25,12,N,22,15,12,E,264,45.42,22.253
4964,LRCV,CRA,CRAIOVA,CRAIOVA,ROMANIA,44,19,5,N,23,53,19,E,191,44.318,23.889
4965,LRIA,IAS,IASI,IASI,ROMANIA,47,10,44,N,27,37,12,E,122,47.179,27.62
4966,LROD,OMR,ORADEA,ORADEA,ROMANIA,47,1,31,N,21,54,9,E,142,47.025,21.902
4967,LROP,OTP,OTOPENI,BUCHAREST,ROMANIA,44,34,25,N,26,6,12,E,96,44.574,26.103
4968,LRSB,SBZ,SIBIU,SIBIU,ROMANIA,45,47,8,N,24,5,28,E,456,45.786,24.091
4969,LRSM,SUJ,SATU MARE,SATU MARE,ROMANIA,47,42,12,N,22,53,8,E,127,47.703,22.886
4970,LRSV,SCV,SALCEA,SUCEAVA,ROMANIA,47,41,15,N,26,21,14,E,420,47.688,26.354
4971,LRTC,TCE,CATALOI,TULCEA,ROMANIA,45,3,44,N,28,42,51,E,61,45.062,28.714
4972,LRTM,TGM,VIDRASAU,TIRGU MURES,ROMANIA,46,28,3,N,24,24,45,E,294,46.468,24.412
4973,LRTR,TSR,GIARMATA,TIMISOARA,ROMANIA,45,48,36,N,21,20,16,E,107,45.81,21.338
4983,LSGG,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46,14,17,N,6,6,32,E,431,46.238,6.109
4988,LSGS,SIR,SION,SION,SWITZERLAND,46,13,10,N,7,19,36,E,482,46.219,7.327
5042,LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,46,0,15,N,8,54,38,E,279,46.004,8.911
5043,LSZB,BRN,BERN BELP,BERN,SWITZERLAND,46,54,50,N,7,29,49,E,510,46.914,7.497
5048,LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,47,27,53,N,8,32,57,E,432,47.465,8.549
5057,LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47,29,6,N,9,33,38,E,399,47.485,9.561
5058,LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,46,31,57,N,9,52,58,E,1707,46.532,9.883
5067,LTAC,ESB,ESENBOGA,ANKARA,TURKEY,40,7,41,N,32,59,42,E,953,40.128,32.995
5068,LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,39,56,59,N,32,41,19,E,800,39.95,32.689
5070,LTAF,ADA,ADANA,ADANA,TURKEY,36,58,55,N,35,16,49,E,20,36.982,35.28
5071,LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,37,0,7,N,35,25,33,E,73,37.002,35.426
5072,LTAH,AFY,AFYON,AFYON,TURKEY,38,43,34,N,30,36,4,E,1009,38.726,30.601
5073,LTAI,AYT,ANTALYA,ANTALYA,TURKEY,36,54,5,N,30,47,30,E,54,36.901,30.792
5074,LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,36,56,53,N,37,28,45,E,706,36.948,37.479
5078,LTAN,KYA,KONYA,KONYA,TURKEY,37,58,44,N,32,33,42,E,1031,37.979,32.562
5080,LTAP,MZH,MERZIFON,MERZIFON,TURKEY,40,49,45,N,35,31,19,E,545,40.829,35.522
5081,LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,41,16,35,N,36,18,13,E,160,41.276,36.304
5082,LTAR,VAS,SIVAS,SIVAS,TURKEY,39,48,49,N,36,54,12,E,1596,39.814,36.903
5084,LTAT,MLX,ERHAC,MALATYA,TURKEY,38,26,9,N,38,5,30,E,862,38.436,38.092
5085,LTAU,ASR,ERKILET,KAYSERI,TURKEY,38,46,13,N,35,29,43,E,1069,38.77,35.495
5089,LTAY,DNZ,CARDAK,DENIZLI,TURKEY,37,47,6,N,29,42,4,E,852,37.785,29.701
5091,LTBA,IST,ATATURK,ISTANBUL,TURKEY,40,58,36,N,28,49,16,E,50,40.977,28.821
5095,LTBE,BTZ,BURSA,BURSA,TURKEY,40,13,54,N,29,0,33,E,101,40.232,29.009
5096,LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,39,37,8,N,27,55,29,E,101,39.619,27.925
5097,LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,40,19,4,N,27,58,39,E,51,40.318,27.977
5099,LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,39,47,2,N,30,34,55,E,787,39.784,30.582
5100,LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,38,17,32,N,27,9,25,E,126,38.292,27.157
5102,LTBL,IGL,CIGLI,IZMIR,TURKEY,38,30,47,N,27,0,36,E,6,38.513,27.01
5109,LTBS,DLM,DALAMAN,DALAMAN,TURKEY,36,42,47,N,28,47,33,E,7,36.713,28.793
5117,LTCA,EZS,ELAZIG,ELAZIG,TURKEY,38,36,24,N,39,17,29,E,893,38.607,39.291
5119,LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,37,53,37,N,40,12,2,E,687,37.894,40.201
5120,LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,39,42,36,N,39,31,34,E,1154,39.71,39.526
5121,LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,39,57,23,N,41,10,12,E,1757,39.956,41.17
5123,LTCG,TZX,TRABZON,TRABZON,TURKEY,40,59,42,N,39,47,23,E,32,40.995,39.79
5125,LTCI,VAN,VAN,VAN,TURKEY,38,28,5,N,43,19,56,E,1669,38.468,43.332
5126,LTCJ,BAL,BATMAN,BATMAN,TURKEY,37,55,44,N,41,6,58,E,556,37.929,41.116
5137,LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,46,55,40,N,28,55,53,E,122,46.928,28.931
5141,LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,41,10,47,N,20,44,32,E,706,41.18,20.742
5142,LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,41,57,41,N,21,37,17,E,239,41.961,21.621
5143,LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,36,9,3,N,5,20,58,W,5,36.151,-5.349
5145,LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,44,49,6,N,20,18,32,E,103,44.818,20.309
5147,LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,42,21,33,N,19,15,6,E,37,42.359,19.252
5148,LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,42,34,22,N,21,2,9,E,546,42.573,21.036
5149,LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,42,24,16,N,18,43,23,E,7,42.404,18.723
5155,LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,48,10,12,N,17,12,45,E,133,48.17,17.212
5157,LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,48,39,47,N,21,14,28,E,231,48.663,21.241
5165,LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,48,37,30,N,17,49,42,E,167,48.625,17.828
5171,LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,48,38,16,N,19,8,2,E,318,48.638,19.134
5175,LZTT,TAT,TATRY,POPRAD,SLOVAKIA,49,4,24,N,20,14,27,E,719,49.073,20.241
5180,MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,21,55,2,N,71,56,22,W,4,21.917,-71.939
5182,MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,21,46,25,N,72,15,57,W,5,21.774,-72.266
5183,MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,21,30,56,N,71,31,42,W,2,21.516,-71.528
5192,MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,18,15,5,N,71,7,13,W,4,18.251,-71.12
5205,MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18,28,16,N,69,58,8,W,61,18.471,-69.969
5215,MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,DOMINICAN REPUBLIC,18,27,7,N,68,54,42,W,71,18.452,-68.912
5220,MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,18,34,2,N,68,21,48,W,13,18.567,-68.363
5223,MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,19,45,26,N,70,34,11,W,5,19.757,-70.57
5227,MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18,25,46,N,69,40,7,W,18,18.429,-69.669
5232,MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,19,24,33,N,70,36,59,W,173,19.409,-70.616
5238,MGCB,CBV,COBAN,COBAN,GUATEMALA,15,28,8,N,90,24,24,W,1323,15.469,-90.407
5243,MGGT,GUA,LA AURORA,GUATEMALA CITY,GUATEMALA,14,34,59,N,90,31,39,W,1510,14.583,-90.528
5262,MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,15,44,32,N,86,51,12,W,15,15.742,-86.853
5264,MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,15,27,9,N,87,55,24,W,28,15.452,-87.923
5266,MHNJ,GJA,GUANAJA,GUANAJA,HONDURAS,16,26,43,N,85,54,23,W,11,16.445,-85.906
5271,MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,15,15,39,N,83,46,53,W,8,15.261,-83.781
5273,MHRO,RTB,ROATAN,ROATAN,HONDURAS,16,19,0,N,86,31,21,W,6,16.317,-86.522
5277,MHTE,TEA,TELA,TELA,HONDURAS,15,46,33,N,87,28,32,W,3,15.776,-87.476
5278,MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,14,3,39,N,87,13,1,W,1005,14.061,-87.217
5281,MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,18,24,15,N,76,58,8,W,28,18.404,-76.969
5283,MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,17,56,8,N,76,47,15,W,4,17.936,-76.787
5284,MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,JAMAICA,18,30,13,N,77,54,48,W,2,18.504,-77.913
5285,MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,18,11,55,N,76,32,4,W,7,18.199,-76.534
5287,MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,17,59,18,N,76,49,25,W,5,17.988,-76.824
5288,MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,16,45,24,N,99,45,12,W,5,16.757,-99.753
5289,MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MEXICO,25,51,56,N,100,14,14,W,449,25.866,-100.237
5290,MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,MEXICO,21,42,19,N,102,19,4,W,1863,21.705,-102.318
5291,MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,MEXICO,15,46,29,N,96,15,39,W,143,15.775,-96.261
5293,MMCB,CVJ,CUERNAVACA,CUERNAVACA,MEXICO,18,50,6,N,99,15,43,W,1300,18.835,-99.262
5295,MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,18,39,13,N,91,47,56,W,4,18.654,-91.799
