,ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
5298,MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,MEXICO,24,45,52,N,107,28,28,W,33,24.764,-107.474
5299,MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,MEXICO,18,30,16,N,88,19,36,W,15,18.504,-88.327
5300,MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,27,23,33,N,109,49,59,W,75,27.392,-109.833
5301,MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,19,49,0,N,90,30,1,W,10,19.817,-90.5
5302,MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,31,38,10,N,106,25,43,W,1172,31.636,-106.429
5303,MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,MEXICO,28,42,10,N,105,57,52,W,1361,28.703,-105.964
5304,MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,23,42,14,N,98,57,23,W,239,23.704,-98.956
5306,MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,MEXICO,20,31,20,N,86,55,32,W,5,20.522,-86.926
5307,MMDM,MMC,CIUDAD MANTE,CIUDAD MANTE,MEXICO,22,44,25,N,99,1,5,W,104,22.74,-99.018
5308,MMDO,DGO,DURANGO INTERNATIONAL,DURANGO,MEXICO,24,7,27,N,104,31,40,W,1860,24.124,-104.528
5309,MMEP,TPQ,TEPIC,TEPIC,MEXICO,21,25,10,N,104,50,33,W,919,21.419,-104.843
5310,MMES,ESE,GENERAL ALBERTO L SALINAS C INTERNATIONAL,ENSENADA,MEXICO,31,47,43,N,116,36,9,W,21,31.795,-116.602
5311,MMGL,GDL,DON MIGUEL Y HIDALGO INTERNATIONAL,GUADALAJARA,MEXICO,20,31,18,N,103,18,40,W,1528,20.522,-103.311
5312,MMGM,GYM,GENERAL JOSE MARIA YANEZ INTERNATIONAL,GUAYMAS,MEXICO,27,58,8,N,110,55,30,W,28,27.969,-110.925
5313,MMHC,TCN,TEHUACAN,TEHUACAN,MEXICO,18,29,49,N,97,25,11,W,1680,18.497,-97.42
5314,MMHO,HMO,GENERAL IGNACIO P GARCIA INTERNATIONAL,HERMOSILLO,MEXICO,29,5,45,N,111,2,52,W,197,29.096,-111.048
5315,MMIA,CLQ,COLIMA,COLIMA,MEXICO,19,16,37,N,103,34,38,W,723,19.277,-103.577
5316,MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,MEXICO,21,14,42,N,86,44,23,W,3,21.245,-86.74
5317,MMIO,SLW,PLAN DE GUADALUPE INTERNATIONAL,SALTILLO,MEXICO,25,32,58,N,100,55,43,W,1457,25.549,-100.929
5320,MMLC,LZC,LAZARO CARDENAS,LAZARD CARDENAS,MEXICO,18,0,6,N,102,13,13,W,12,18.002,-102.22
5321,MMLM,LMM,VALLE DEL FUERTE INTERNATIONAL,LOS MOCHIS,MEXICO,25,41,6,N,109,4,50,W,5,25.685,-109.081
5322,MMLO,BJX,DE GUANAJUATO INTERNATIONAL,DEL BAJIO,MEXICO,20,59,36,N,101,28,51,W,1820,20.993,-101.481
5323,MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,MEXICO,24,4,21,N,110,21,44,W,28,24.072,-110.362
5324,MMLT,LTO,LORETO INTERNATIONAL,LORETO,MEXICO,25,59,21,N,111,20,54,W,4,25.989,-111.348
5325,MMMA,MAM,GENERAL SERVANDO CANALES INTERNATIONAL,MATAMOROS,MEXICO,25,46,11,N,97,31,31,W,8,25.77,-97.525
5326,MMMD,MID,LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL,MERIDA,MEXICO,20,56,13,N,89,39,27,W,11,20.937,-89.657
5327,MMML,MXL,GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL,MEXICALI,MEXICO,32,37,50,N,115,14,29,W,22,32.631,-115.241
5328,MMMM,MLM,GENERAL FRANCISCO J MUJICA,MORELIA,MEXICO,19,50,59,N,101,1,31,W,1834,19.85,-101.025
5329,MMMT,MTT,MINATITLAN,MINATITLAN,MEXICO,18,6,12,N,94,34,50,W,11,18.103,-94.581
5330,MMMV,LOV,MONCLOVA INTERNATIONAL,MONCLOVA,MEXICO,26,57,20,N,101,28,12,W,566,26.956,-101.47
5331,MMMX,MEX,LICENCIADO BENITO JUAREZ INTERNATIONAL,MEXICO CITY,MEXICO,19,26,10,N,99,4,19,W,2230,19.436,-99.072
5332,MMMY,MTY,GENERAL MARIANO ESCOBEDO INTERNATIONAL,MONTERREY,MEXICO,25,46,42,N,100,6,24,W,388,25.778,-100.107
5333,MMMZ,MZT,GENERAL RAFAEL BUELNA INTERNATIONAL,MAZATLAN,MEXICO,23,9,40,N,106,15,57,W,12,23.161,-106.266
5334,MMNG,NOG,NOGALES INTERNATIONAL,NOGALES,MEXICO,31,13,33,N,110,58,32,W,1217,31.226,-110.976
5335,MMNL,NLD,QUETZALCOATL INTERNATIONAL,NUEVO LAREDO,MEXICO,27,26,38,N,99,34,13,W,149,27.444,-99.57
5337,MMOX,OAX,XOXOCOTLAN INTERNATIONAL,OAXACA,MEXICO,16,59,59,N,96,43,35,W,1528,17.0,-96.726
5338,MMPA,PAZ,TAJIN,POZA RICO,MEXICO,20,36,9,N,97,27,39,W,139,20.603,-97.461
5339,MMPB,PBC,HERMANOS SERDAN INTERNATIONAL,PUEBLA,MEXICO,19,9,29,N,98,22,17,W,2250,19.158,-98.371
5340,MMPC,PCA,INGENIERO JUAN GUILLERMO VILLASANA,PACHUCA,MEXICO,20,4,38,N,98,46,56,W,2317,20.077,-98.782
5341,MMPE,PPE,PUNTA PENASCO,PUNTA PENASCO,MEXICO,31,21,6,N,113,31,32,W,10,31.352,-113.526
5342,MMPG,PDS,PIEDRAS NEGRAS INTERNATIONAL,PIEDRAS NEGRAS,MEXICO,28,37,38,N,100,32,6,W,274,28.627,-100.535
5343,MMPN,UPN,LICENCIADO Y GEN IGNACIO LOPEZ RAYON,URUAPAN,MEXICO,19,23,48,N,102,2,21,W,1593,19.397,-102.039
5344,MMPR,PVR,LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL,PUERTO VALLARTA,MEXICO,20,40,48,N,105,15,15,W,7,20.68,-105.254
5345,MMPS,PXM,PUERTO ESCONDIDO,PUERTO ESCONDIDO,MEXICO,15,52,36,N,97,5,20,W,89,15.877,-97.089
5346,MMQT,QRO,INGENIERO F ESPINOZA GUTIERREZ INTERNATIONAL,QUERETARO,MEXICO,20,37,26,N,100,22,7,W,1970,20.624,-100.369
5347,MMRX,REX,GENERAL LUCIO BLANCO INTERNATIONAL,REYNOSA,MEXICO,26,0,32,N,98,13,42,W,40,26.009,-98.228
5348,MMSD,SJD,LOS CABOS INTERNATIONAL,SAN JOSE DEL CABO,MEXICO,23,9,6,N,109,43,15,W,110,23.152,-109.721
5351,MMSP,SLP,PONCIANO ARRIAGA INTERNATIONAL,SAN LUIS POTOSI,MEXICO,22,15,15,N,100,55,50,W,1851,22.254,-100.931
5352,MMTA,TXA,TLAXCALA,TLAXCALA,MEXICO,19,32,11,N,98,10,24,W,2509,19.536,-98.173
5354,MMTC,TRC,TORREON INTERNATIONAL,TORREON,MEXICO,25,34,5,N,103,24,38,W,1126,25.568,-103.411
5355,MMTG,TGZ,FRANCISCO SARABIA,TUXTLA GUTIERREZ,MEXICO,16,46,10,N,93,20,29,W,1052,16.769,-93.341
5356,MMTJ,TIJ,GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL,TIJUANA,MEXICO,32,32,27,N,116,58,12,W,153,32.541,-116.97
5357,MMTM,TAM,GENERAL FRANCISCO JAVIER MINA INTERNATIONAL,TAMPICO,MEXICO,22,17,47,N,97,51,57,W,25,22.296,-97.866
5358,MMTN,TSL,TAMUIN,TAMUIN,MEXICO,22,2,17,N,98,48,23,W,50,22.038,-98.806
5359,MMTO,TLC,LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL,TOLUCA,MEXICO,19,20,13,N,99,33,57,W,2578,19.337,-99.566
5360,MMTP,TAP,TAPACHULA INTERNATIONAL,TAPACHULA,MEXICO,14,47,39,N,92,22,12,W,36,14.794,-92.37
5363,MMUN,CUN,CANCUN INTERNATIONAL,CANCUN,MEXICO,21,2,11,N,86,52,37,W,7,21.036,-86.877
5364,MMVA,VSA,C P A CARLOS ROVIROSA INTERNATIONAL,VILLAHERMOSA,MEXICO,17,59,49,N,92,49,2,W,14,17.997,-92.817
5365,MMVR,VER,GENERAL HERIBERTO JARA INTERNATIONAL,VERA CRUZ,MEXICO,19,8,43,N,96,11,13,W,33,19.145,-96.187
5366,MMZC,ZCL,GENERAL LEOBARDO C RUIZ INTERNATIONAL,ZACATECAS,MEXICO,22,53,49,N,102,41,12,W,2141,22.897,-102.687
5367,MMZH,ZIH,IXTAPA ZIHUATANEJO INTERNATIONAL,ZIHUATANEJO,MEXICO,17,36,5,N,101,27,37,W,7,17.601,-101.46
5368,MMZM,ZMM,ZAMORA,ZAMORA,MEXICO,20,2,42,N,102,16,33,W,1567,20.045,-102.276
5369,MMZO,ZLO,PLAYA DE ORO INTERNATIONAL,MANZANILLO,MEXICO,19,8,41,N,104,33,31,W,11,19.145,-104.559
5371,MNBL,BEF,BLUEFIELDS,BLUEFIELDS,NICARAGUA,11,59,20,N,83,46,27,W,27,11.989,-83.774
5377,MNMG,MGA,MANAGUA INTERNATIONAL,MANAGUA,NICARAGUA,12,8,28,N,86,10,5,W,60,12.141,-86.168
5378,MNPC,PUZ,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA,14,2,49,N,83,23,12,W,16,14.047,-83.387
5381,MPBO,BOC,BOCAS DEL TORO,BOCAS DEL TORO,PANAMA,9,20,27,N,82,15,3,W,4,9.341,-82.251
5383,MPCH,CHX,CAP MANUEL NINO INTERNATIONAL,CHANGUINOLA,PANAMA,9,27,31,N,82,31,0,W,6,9.459,-82.517
5384,MPDA,DAV,ENRIQUE MALEK INTERNATIONAL,DAVID,PANAMA,8,23,27,N,82,26,5,W,28,8.391,-82.435
5385,MPHO,HOW,HOWARD AFB,HOWARD,PANAMA,8,54,52,N,79,35,58,W,16,8.914,-79.599
5388,MPMG,PAC,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,8,58,24,N,79,33,20,W,10,8.973,-79.556
5392,MPTO,PTY,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,9,4,16,N,79,23,0,W,42,9.071,-79.383
5409,MRCC,OTR,COTO 47,COTO 47,COSTA RICA,8,36,4,N,82,58,12,W,8,8.601,-82.97
5430,MRGF,GLF,GOLFITO,GOLFITO,COSTA RICA,8,39,14,N,83,10,55,W,15,8.654,-83.182
5441,MRLB,LIR,DANIEL ODUBER QUIROS INTERNATIONAL,LIBERIA,COSTA RICA,10,35,35,N,85,32,39,W,83,10.593,-85.544
5448,MRLM,LIO,LIMON INTERNATIONAL,LIMON,COSTA RICA,9,57,28,N,83,1,19,W,3,9.958,-83.022
5463,MRNS,NOB,NOSARA,NOSARA BEACH,COSTA RICA,9,58,35,N,85,39,10,W,1,9.976,-85.653
5464,MROC,SJO,JUAN SANTAMARIA INTERNATIONAL,SAN JOSE,COSTA RICA,9,59,37,N,84,12,31,W,921,9.994,-84.209
5473,MRPM,PMZ,PALMAR SUR,PALMAR SUR,COSTA RICA,8,57,3,N,83,28,6,W,15,8.951,-83.468
5479,MRQP,XQP,QUEPOS MANAGUA,QUEPOS,COSTA RICA,9,26,35,N,84,7,47,W,33,9.443,-84.13
5506,MSLP,SAL,EL SALVADOR INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13,26,26,N,89,3,21,W,31,13.441,-89.056
5509,MTCH,CAP,CAP HAITIEN,CAP HAITIEN,HAITI,19,43,57,N,72,11,41,W,4,19.732,-72.195
5512,MTPP,PAP,PORT AU PRINCE INTERNATIONAL,PORT-AU-PRINCE,HAITI,18,34,48,N,72,17,33,W,37,18.58,-72.293
5516,MUBA,BCA,GUSTAVO RIZO,BARACOA PLAYA,CUBA,20,21,56,N,74,30,23,W,8,20.366,-74.506
5520,MUBY,BYM,CARLOS MANUEL DE CESPEDES,BAYAMO,CUBA,20,23,47,N,76,37,17,W,62,20.396,-76.621
5521,MUCA,AVI,MAXIMO GOMEZ,CIEGO DE AVILA,CUBA,22,1,37,N,78,47,22,W,103,22.027,-78.789
5525,MUCF,CFG,JAIME GONZALEZ,CIENFUEGOS,CUBA,22,9,0,N,80,24,51,W,32,22.15,-80.414
5526,MUCL,CYO,VILO ACUNA,CAYO,CUBA,21,36,58,N,81,32,44,W,4,21.616,-81.546
5527,MUCM,CMW,IGNACIO AGRAMONTE INTERNATIONAL,CAMAGUEY,CUBA,21,25,13,N,77,50,51,W,126,21.42,-77.847
5530,MUCU,SCU,ANTONIO MACEO INTERNATIONAL,SANTIAGO DE CUBA,CUBA,19,58,12,N,75,50,8,W,76,19.97,-75.836
5537,MUGT,GAO,MARIANA GRAJALES,GUANTANAMO,CUBA,20,5,7,N,75,9,30,W,18,20.085,-75.158
5538,MUHA,HAV,JOSE MARTI INTERNATIONAL,HAVANA,CUBA,22,59,21,N,82,24,33,W,65,22.989,-82.409
5539,MUHG,HOG,FRANK PAIS,HOLGUIN,CUBA,20,47,8,N,76,18,54,W,111,20.786,-76.315
5543,MULM,LCL,LA COLOMA,LA COLOMA,CUBA,22,20,9,N,83,38,31,W,30,22.336,-83.642
5549,MUMO,MOA,ORESTES ACOSTA,MOA,CUBA,20,39,15,N,74,55,18,W,5,20.654,-74.922
5551,MUMZ,MZO,SIERRA MAESTRA,MANZANILLO,CUBA,20,17,17,N,77,5,21,W,35,20.288,-77.089
5554,MUNG,GER,RAFAEL PEREZ,NUEVA GERONA,CUBA,21,50,5,N,82,47,2,W,25,21.835,-82.784
5564,MUSC,SNU,ABEL SANTAMARIA,SANTA CLARA,CUBA,22,29,31,N,79,56,37,W,104,22.492,-79.944
5575,MUVR,VRA,JUAN GUALBERTO GOMEZ INTERNATIONAL,VARADERO,CUBA,23,2,4,N,81,26,7,W,65,23.034,-81.435
5576,MUVT,VTU,HERMANOS AMEIJEIRAS,LAS TUNAS,CUBA,20,59,16,N,76,56,9,W,100,20.988,-76.936
5577,MWCB,CYB,GERRARD SMITH INTERNATIONAL,CAYMAN BARAC,CAYMAN ISLANDS,19,41,12,N,79,52,58,W,3,19.687,-79.883
5580,MWCR,GCM,OWEN ROBERTS INTERNATIONAL,GEORGETOWN,CAYMAN ISLANDS,19,17,34,N,81,21,27,W,3,19.293,-81.357
5582,MYAF,ASD,ANDROS TOWN,ANDROS TOWN,BAHAMAS,24,41,52,N,77,47,44,W,2,24.698,-77.796
5585,MYAM,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26,30,41,N,77,5,0,W,4,26.511,-77.083
5586,MYAN,SAQ,SAN ANDROS,SAN ANDROS,BAHAMAS,25,3,13,N,78,2,56,W,2,25.054,-78.049
5588,MYAP,AXP,SPRING POINT,SPRING POINT,BAHAMAS,22,26,30,N,73,58,15,W,4,22.442,-73.971
5590,MYAT,TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,26,44,43,N,77,23,28,W,4,26.745,-77.391
5592,MYBC,CCZ,CHUB CAY,CHUB CAY,BAHAMAS,25,25,1,N,77,52,51,W,2,25.417,-77.881
5595,MYBS,BIM,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25,41,59,N,79,15,52,W,4,25.7,-79.264
5607,MYEF,GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23,33,45,N,75,52,40,W,3,23.563,-75.878
5609,MYEH,ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25,28,32,N,76,40,52,W,2,25.476,-76.681
5611,MYEM,GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25,17,4,N,76,19,51,W,5,25.284,-76.331
5613,MYER,RSD,ROCK SOUND,ROCK SOUND,BAHAMAS,24,53,30,N,76,10,39,W,4,24.892,-76.178
5617,MYGF,FPO,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26,33,31,N,78,41,43,W,3,26.559,-78.695
5619,MYGW,WTD,WEST END,WEST END,BAHAMAS,26,41,10,N,78,58,39,W,2,26.686,-78.978
5620,MYIG,IGA,MATTHEW TOWN,MATTHEW TOWN,BAHAMAS,20,58,30,N,73,40,0,W,3,20.975,-73.667
5621,MYLD,LGI,DEADMANS CAY,DEAD MAN'S CAY,BAHAMAS,23,10,44,N,75,5,36,W,3,23.179,-75.093
5623,MYLS,SML,STELLA MARIS,STELLA MARIS,BAHAMAS,23,34,58,N,75,16,7,W,4,23.583,-75.269
5624,MYMM,MYG,MAYAGUANA,MAYAGUANA,BAHAMAS,22,22,46,N,73,0,48,W,4,22.379,-73.013
5625,MYNN,NAS,NASSAU INTERNATIONAL,NASSAU,BAHAMAS,25,2,20,N,77,27,58,W,5,25.039,-77.466
5628,MYSM,ZSA,SAN SALVADOR,COCKBURN TOWN,BAHAMAS,24,3,47,N,74,31,26,W,7,24.063,-74.524
5629,MZBZ,BZE,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,17,32,20,N,88,18,29,W,5,17.539,-88.308
5631,NCAI,AIT,AITUTAKI,AITUTAKI,COOK ISLANDS,18,49,30,S,159,46,25,W,7,-18.825,-159.774
5638,NCRG,RAR,RAROTONGA INTERNATIONAL,AVARUA,COOK ISLANDS,21,12,9,S,159,48,20,W,7,-21.203,-159.806
5647,NFFN,NAN,NADI INTERNATIONAL,NANDI,FIJI,17,45,16,S,177,26,36,E,18,-17.754,177.443
5654,NFNA,SUV,NAUSORI INTERNATIONAL,NAUSORI,FIJI,18,2,35,S,178,33,33,E,6,-18.043,178.559
5660,NFNL,LMG,LABASA,LAMBASA,FIJI,16,28,0,S,179,20,23,E,14,-16.467,179.34
5672,NFTF,TBU,FUA AMOTU INTERNATIONAL,TONGATAPU,TONGA,21,14,27,S,175,9,0,W,39,-21.241,-175.15
5673,NFTL,HPA,HAAPAI,HA'APAI,TONGA,19,46,37,S,174,20,28,W,13,-19.777,-174.341
5678,NFTV,VAV,VAVAU INTERNATIONAL,VAVA'U,TONGA,18,35,7,S,173,57,46,W,72,-18.585,-173.963
5685,NGFU,FUN,FUNAFUTI INTERNATIONAL AIRPORT,FUNAFUTI,TUVALU ISLAND,8,31,0,S,179,13,0,E,0,-8.517,179.217
5691,NGTA,TRW,BONRIKI INTERNATIONAL,TARAWA,KIRIBATI,1,22,53,N,173,8,49,E,3,1.381,173.147
5693,NGTE,TBF,TABITEUEA NORTH,TABITEUEA NORTH,KIRIBATI,1,13,25,S,174,46,34,E,3,-1.224,174.776
5700,NIUE,HUE,NIUE INTERNATIONAL,ALOFI,NEW ZEALAND,19,4,48,S,169,55,32,W,64,-19.08,-169.926
5702,NLWW,WLS,HIHIFO,WALLIS,WALLIS & FUTUNA,13,14,17,S,176,11,57,W,25,-13.238,-176.199
5705,NSFA,APW,FALEOLO INTERNATIONAL,FALEOLO,SAMOA,13,49,47,S,172,0,30,W,18,-13.83,-172.008
5708,NSTU,PPG,PAGO PAGO INTERNATIONAL,PAGO PAGO,SAMOA,14,19,51,S,170,42,37,W,10,-14.331,-170.71
5709,NTAR,RUR,RURUTU,RURUTU,FRENCH POLYNESIA,22,26,2,S,151,21,38,W,6,-22.434,-151.361
5710,NTAT,TUB,TUBUAI,TUBUAI,FRENCH POLYNESIA,23,21,55,S,149,31,26,W,3,-23.365,-149.524
5711,NTGA,AAA,ANAA,ANAA,FRENCH POLYNESIA,17,21,9,S,145,30,35,W,4,-17.353,-145.51
5713,NTGC,TIH,TIKEHAU,TIKEHAU,FRENCH POLYNESIA,15,7,10,S,148,13,50,W,2,-15.119,-148.231
5715,NTGE,REA,REAO,REAO,FRENCH POLYNESIA,18,27,57,S,136,26,22,W,4,-18.466,-136.439
5716,NTGF,FAV,FAKARAVA,FAKARAVA,FRENCH POLYNESIA,16,3,16,S,145,39,25,W,4,-16.054,-145.657
5718,NTGI,XMH,MANIHI,MANIHI,FRENCH POLYNESIA,14,26,12,S,146,4,12,W,5,-14.437,-146.07
5719,NTGJ,GMR,TOTEGEGIE,TOTEGEGIE,FRENCH POLYNESIA,23,4,47,S,134,53,25,W,3,-23.08,-134.89
5720,NTGK,KKR,KAUKURA,KAUKURA ATOLL,TUAMOTU ISLANDS,15,39,48,S,146,53,5,W,4,-15.663,-146.885
5721,NTGM,MKP,MAKEMO,MAKEMO,FRENCH POLYNESIA,16,35,5,S,143,39,26,W,1,-16.585,-143.657
5722,NTGN,NAU,NAPUKA,NAPUKA ISLAND,FRENCH POLYNESIA,14,10,36,S,141,16,2,W,3,-14.177,-141.267
5724,NTGP,PKP,PUKA PUKA,PUKA PUKA,FRENCH POLYNESIA,14,48,34,S,138,48,46,W,2,-14.809,-138.813
5727,NTGT,TKP,TAKAPOTO,TAKAPOTO,FRENCH POLYNESIA,14,42,45,S,145,15,10,W,4,-14.712,-145.253
5728,NTGU,AXR,ARUTUA,ARUTUA,TUAMOTU ISLANDS,15,14,53,S,146,36,59,W,3,-15.248,-146.616
5729,NTGV,MVT,MATAIVA,MATAIVA,FRENCH POLYNESIA,14,52,5,S,148,43,2,W,4,-14.868,-148.717
5733,NTKR,TKX,TAKAROA,TAKAROA,FRENCH POLYNESIA,14,27,20,S,145,1,28,W,4,-14.456,-145.024
5734,NTMD,NHV,NUKU HIVA,NUKU HIVA,FRENCH POLYNESIA,8,47,44,S,140,13,43,W,68,-8.796,-140.229
5738,NTTB,BOB,BORA BORA,BORA BORA,FRENCH POLYNESIA,16,26,39,S,151,45,4,W,4,-16.444,-151.751
5740,NTTG,RGI,RANGIROA,RANGIROA,FRENCH POLYNESIA,14,57,15,S,147,39,38,W,4,-14.954,-147.661
5741,NTTH,HUH,HUAHINE,HUAHINE ISLAND,FRENCH POLYNESIA,16,41,14,S,151,1,18,W,3,-16.687,-151.022
5742,NTTM,MOZ,TEMAE,MOOREA,FRENCH POLYNESIA,17,29,23,S,149,45,42,W,3,-17.49,-149.762
5743,NTTO,HOI,HAO,HAO ISLAND,TUAMOTU ISLANDS,18,4,29,S,140,56,45,W,4,-18.075,-140.946
5744,NTTP,MAU,MAUPITI,MAUPITI,FRENCH POLYNESIA,16,25,35,S,152,14,37,W,5,-16.426,-152.244
5745,NTTR,RFP,UTUROA,RAIATEA ISLAND,FRENCH POLYNESIA,16,43,22,S,151,27,57,W,1,-16.723,-151.466
5776,NVVV,VLI,PORT VILA BAUERFIELD,PORT-VILA,VANUATU,17,41,57,S,168,19,11,E,22,-17.699,168.32
5780,NWWD,KNQ,KONE,KONE,NEW CALEDONIA,21,3,12,S,164,50,16,E,8,-21.053,164.838
5784,NWWK,KOC,KOUMAC,KOUMAC,NEW CALEDONIA,20,32,46,S,164,15,20,E,13,-20.546,164.256
5785,NWWL,LIF,OUANAHAM,LIFOU,NEW CALEDONIA,20,46,29,S,167,14,23,E,29,-20.775,167.24
5786,NWWM,GEA,NOUMEA MAGENTA,NOUMEA,NEW CALEDONIA,22,15,29,S,166,28,22,E,4,-22.258,166.473
5789,NWWR,MEE,LA ROCHE,MARE,NEW CALEDONIA,21,28,54,S,168,2,15,E,43,-21.482,168.037
5791,NWWU,TOU,TOUHO,TOUHO,NEW CALEDONIA,20,47,28,S,165,15,33,E,4,-20.791,165.259
5792,NWWV,UVE,OUVEA OULOUP,OUVEA,NEW CALEDONIA,20,38,26,S,166,34,22,E,8,-20.641,166.573
5793,NWWW,NOU,LA TONTOUTA,NOUMEA,NEW CALEDONIA,22,0,52,S,166,12,46,E,16,-22.014,166.213
5795,NZAA,AKL,AUCKLAND INTERNATIONAL,AUCKLAND,NEW ZEALAND,37,0,29,S,174,47,30,E,8,-37.008,174.792
5801,NZAP,TUO,TAUPO,TAUPO,NEW ZEALAND,38,44,23,S,176,5,4,E,407,-38.74,176.084
5817,NZCH,CHC,CHRISTCHURCH INTERNATIONAL,CHRISTCHURCH,NEW ZEALAND,43,29,21,S,172,31,56,E,38,-43.489,172.532
5818,NZCI,CHT,CHATHAM ISLANDS,CHATHAM ISLAND,NEW ZEALAND,43,48,36,S,176,27,26,W,14,-43.81,-176.457
5829,NZDN,DUD,DUNEDIN,DUNEDIN,NEW ZEALAND,45,55,41,S,170,11,54,E,2,-45.928,170.198
5848,NZGS,GIS,GISBORNE,GISBORNE,NEW ZEALAND,38,39,48,S,177,58,42,E,5,-38.663,177.978
5849,NZGT,MON,GLENTANNER,GLENTANNER,NEW ZEALAND,43,54,24,S,170,7,42,E,556,-43.907,170.128
5854,NZHK,HKK,HOKITIKA,HOKITIKA,NEW ZEALAND,42,42,49,S,170,59,7,E,45,-42.714,170.985
5856,NZHN,HLZ,HAMILTON,HAMILTON,NEW ZEALAND,37,51,59,S,175,19,55,E,53,-37.866,175.332
5875,NZKK,KKE,KERIKERI,KERIKERI,NEW ZEALAND,35,15,46,S,173,54,43,E,150,-35.263,173.912
5881,NZKT,KAT,KAITAIA,KAITAIA,NEW ZEALAND,35,4,12,S,173,17,7,E,83,-35.07,173.285
5890,NZLX,ALR,ALEXANDRA,ALEXANDRA,NEW ZEALAND,45,12,42,S,169,22,24,E,230,-45.212,169.373
5893,NZMC,GTN,MOUNT COOK,MOUNT COOK,NEW ZEALAND,43,45,54,S,170,8,0,E,657,-43.765,170.133
5904,NZMO,TEU,MANAPOURI,MANAPOURI,NEW ZEALAND,45,31,59,S,167,39,0,E,210,-45.533,167.65
5908,NZMS,MRO,MASTERTON,MASTERTON,NEW ZEALAND,40,58,24,S,175,38,1,E,111,-40.973,175.634
5918,NZNP,NPL,NEW PLYMOUTH,NEW PLYMOUTH,NEW ZEALAND,39,0,31,S,174,10,45,E,30,-39.009,174.179
5919,NZNS,NSN,NELSON,NELSON,NEW ZEALAND,41,17,54,S,173,13,16,E,6,-41.298,173.221
5920,NZNV,IVC,INVERCARGILL,INVERCARGILL,NEW ZEALAND,46,24,44,S,168,18,46,E,2,-46.412,168.313
5934,NZOU,OAM,OAMARU,OAMARU,NEW ZEALAND,44,58,12,S,171,4,54,E,31,-44.97,171.082
5938,NZPM,PMR,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND,40,19,14,S,175,37,1,E,47,-40.321,175.617
5939,NZPP,PPQ,PARAPARAUMU,PARAPARAUMU,NEW ZEALAND,40,54,17,S,174,59,21,E,7,-40.905,174.989
5944,NZQN,ZQN,QUEENSTOWN,QUEENSTOWN INTERNATIONAL,NEW ZEALAND,45,1,16,S,168,44,21,E,357,-45.021,168.739
5952,NZRO,ROT,ROTORUA,ROTORUA,NEW ZEALAND,38,6,33,S,176,19,2,E,285,-38.109,176.317
5967,NZTG,TRG,TAURANGA,TAURANGA,NEW ZEALAND,37,40,19,S,176,11,46,E,4,-37.672,176.196
5976,NZTU,TIU,TIMARU,TIMARU,NEW ZEALAND,44,18,10,S,171,13,31,E,28,-44.303,171.225
5985,NZWB,BHE,WOODBOURNE,WOODBOURNE,NEW ZEALAND,41,31,6,S,173,52,13,E,34,-41.518,173.87
5988,NZWF,WKA,WANAKA,WANAKA,NEW ZEALAND,44,43,31,S,169,14,35,E,349,-44.725,169.243
5991,NZWK,WHK,WHAKATANE,WHAKATANE,NEW ZEALAND,37,55,14,S,176,54,51,E,7,-37.921,176.914
