,IATA Code,Airport Name,Latitude Decimal Degrees,Longitude Decimal Degrees,City
676,DZA,DZAOUDZI PAMANZI,-12.805,45.281,dzaoudzi
677,RUN,ST DENIS GILLOT,-20.887,55.51,st.-denis
678,ZSE,ST PIERRE PIERREFONDS,-21.321,55.425,st.-pierre
679,TNR,ANTANANARIVO IVATO,-18.797,47.479,antananarivo
680,ZVA,MIANDRIVAZO,-19.563,45.451,miandrivazo
681,SMS,SAINTE MARIE,-17.094,49.816,sainte marie
682,TMM,TOAMASINA,-18.109,49.392,toamasina
683,MOQ,MORONDAVA,-20.285,44.318,morondava
684,DIE,ANTSIRANANA ARRACHART,-12.349,49.292,antsiranana
685,WMR,MANANARA AVARATRA,-16.164,49.774,mananara
686,ZWA,ANDAPA,-14.652,49.621,andapa
687,AMB,AMBILOBE MAHAVAVY,-13.188,48.988,ambilobe
688,ANM,ANTALAHA ANTSIRABATO,-14.999,50.32,antalaha
689,HVA,ANALALAVA,-14.629,47.764,analalava
690,MJN,MAHAJANGA PHILIBERT TSIRANANA,-15.667,46.352,mahajanga
691,NOS,NOSY BE FASCENE,-13.312,48.314,nosy-be
692,BPY,BESALAMPY,-16.742,44.481,besalampy
693,WMN,MAROANTSETRA,-15.437,49.688,maroantsetra
694,SVB,SAMBAVA SUD,-14.279,50.175,sambava
695,VOH,VOHIMARINA,-13.376,50.003,vohemar
696,WAI,ANTSOHIHY AMBALABE,-14.899,47.994,antsohihy
697,FTU,TOLAGNARO,-25.038,46.956,tolagnaro
698,WFI,FIANARANTSOA,-21.441,47.112,fianarantsoa
699,RVA,FARAFANGANA,-22.805,47.821,farafangana
700,WVK,MANAKARA SUD,-22.12,48.022,manakara
701,MNJ,MANANJARY,-21.202,48.358,mananjary
702,MXM,MOROMBE,-21.754,43.375,morombe
703,TLE,TOLIARA,-23.383,43.728,toliara
704,SSY,MBANZA CONGO,-6.27,14.247,m'banza-congo
705,BUG,BENGUELA,-12.609,13.404,benguela
706,CAB,CABINDA,-5.597,12.188,cabinda
707,PGI,CHITATO,-7.357,20.804,chitato
708,CAV,CAZOMBO,-11.894,22.916,cazombo
709,NGV,NGIVA,-17.045,15.687,n'giva
710,NOV,HUAMBO,-12.809,15.76,huambo
711,SVP,KUITO,-12.404,16.947,kuito
712,LAD,LUANDA 4 DE FEVEREIRO,-8.858,13.231,luanda
713,MEG,MALANJE,-9.525,16.312,malanje
714,SPP,MENONGUE,-14.658,17.72,menongue
715,GXG,NEGAGE,-7.754,15.287,negage
716,PBN,PORTO AMBOIM,-10.722,13.765,porto amboim
717,VHC,SAURIMO,-9.689,20.432,saurimo
718,SZA,SOYO,-6.141,12.372,soyo
719,LUO,LUENA,-11.768,19.898,luena
720,UGO,UIGE,-7.603,15.028,uige
721,XGN,XANGONGO,-16.755,14.965,xangongo
722,OYE,OYEM,1.541,11.581,oyem
723,OKN,OKONDJA,-0.665,13.673,okondja
724,LBQ,LAMBARENE,-0.704,10.246,lambarene
725,BMM,BITAM,2.076,11.493,bitam
726,MFF,MOANDA,-1.537,13.269,moanda
727,POG,PORT GENTIL,-0.712,8.754,port gentil
728,OMB,OMBOUE HOPITAL,-1.575,9.263,omboue hospial
729,MKU,MAKOKOU,0.579,12.891,makokou
730,LBV,LIBREVILLE LEON M BA,0.458,9.412,libreville
731,MZC,MITZIC,0.776,11.553,mitzic
732,MVB,FRANCEVILLE MVENGUE,-1.656,13.438,franceville
733,LTL,LASTOURVILLE,-0.826,12.747,lastourville
734,TCH,TCHIBANGA,-2.889,10.919,tchibanga
735,PCP,PRINCIPE,1.663,7.412,principe
736,TMS,SAO TOME INTERNATIONAL,0.378,6.712,sao tome
737,BEW,BEIRA,-19.796,34.907,beira
738,FXO,CUAMBA,-14.82,36.532,cuamba
739,INH,INHAMBANE,-23.876,35.408,inhambane
740,VXC,LICHINGA,-13.274,35.266,lichinga
741,MPM,MAPUTO,-25.921,32.573,maputo
742,MZB,MOCIMBOA DA PRAIA,-11.362,40.355,mocimboa da praia
743,MNC,NACALA,-14.488,40.712,nacala
744,APL,NAMPULA,-15.106,39.282,nampula
745,POL,PEMBA,-12.987,40.522,pemba
746,UEL,QUELIMANE,-17.856,36.869,quelimane
747,TET,TETE CHINGOZI,-16.105,33.64,tete
748,VNX,VILANKULO,-22.018,35.313,vilankulu
749,DES,DESROCHES,-5.696,53.654,desroches
750,SEZ,SEYCHELLES INTERNATIONAL,-4.674,55.522,mahe
751,PRI,PRASLIN,-4.319,55.691,praslin
752,SRH,SARH,9.151,18.379,sarh
753,AEH,ABECHE,13.847,20.844,abeche
754,MQQ,MOUNDOU,8.62,16.068,moundou
755,NDJ,NDJAMENA,12.134,15.034,n'djamena
756,PLF,PALA,9.379,14.926,pala
757,FYT,FAYA LARGEAU,17.917,19.111,faya-largeau
758,BUQ,JOSHUA MQABUKO NKOMO INTERNATIONAL,-20.017,28.618,bulawayo
759,BFO,CHIREDZI BUFFALO RANGE,-21.008,31.578,chiredzi
760,VFA,VICTORIA FALLS INTERNATIONAL,-18.096,25.839,victoria falls
761,UTA,MUTARE GRAND REEF,-18.977,32.451,mutare
762,HRE,HARARE INTERNATIONAL,-17.932,31.093,harare
763,KAB,KARIBA INTERNATIONAL,-16.52,28.885,kariba
764,MVZ,MASVINGO,-20.055,30.859,masvingo
765,GWE,GWERU THORNHILL,-19.437,29.862,gwert
766,WKM,HWANGE NATIONAL PARK,-18.63,27.021,hwange national park
767,BLZ,CHILEKA INTERNATIONAL,-15.679,34.974,blantyre
768,KGJ,KARONGA,-9.953,33.893,karonga
769,ZZU,MZUZU,-11.445,34.012,mzuzu
770,MSU,MOSHOESHOE I INTERNATIONAL,-29.462,27.553,maseru
771,FIH,KINSHASA NDJILI INTERNATIONAL,-4.386,15.444,kinshasa
772,NLO,KINSHASA NDOLO,-4.325,15.328,kinshasa
773,MNB,MUANDA,-5.931,12.352,muanda
774,MAT,MATADI TSHIMPI,-5.799,13.441,matadi
775,FDU,BANDUNDU,-3.311,17.382,bandoundu
776,KKW,KIKWIT,-5.036,18.786,kikwit
777,MDK,MBANDAKA,0.022,18.289,mbandaka
778,BDT,GBADOLITE,4.253,20.975,gbadolite
779,GMA,GEMENA,3.235,19.771,gemena
780,LIQ,LISALA,2.171,21.497,lisala
781,FKI,KISANGANI SIMISINI,0.518,25.155,kisangani
782,IRP,ISIRO MATARI,2.827,27.588,isiro
783,BUX,BUNIA,1.566,30.221,bunia
784,BKY,BUKAVU KAVUMU,-2.309,28.809,bukavu/kavumu
785,GOM,GOMA,-1.671,29.238,goma
786,KND,KINDU,-2.919,25.915,kindu
787,FBM,LUBUMBASHI INTERNATIONAL,-11.591,27.531,lubumashi
788,KWZ,KOLWEZI,-10.766,25.506,kolwezi
789,FMI,KALEMIE,-5.876,29.25,kalemie
790,KMN,KAMINA BASE,-8.642,25.253,kamina base
791,KGA,KANANGA,-5.9,22.469,kananga
792,MJM,MBUJI MAYI,-6.121,23.569,mbuji-mayi
793,BKO,BAMAKO SENOU,12.533,-7.95,bamako
794,GAQ,GAO,16.248,-0.005,gao
795,KYS,KAYES,14.431,-11.439,kayes
796,MZI,MOPTI AMBODEDJO,14.513,-4.079,mopti
797,NIX,NIORO,15.239,-9.576,nioro
798,TOM,TOMBOUCTOU,16.73,-3.007,tombouctou
799,BJL,BANJUL INTERNATIONAL,13.338,-16.652,banjul
800,FUE,FUERTEVENTURA,28.453,-13.864,fuerteventura
801,VDE,HIERRO,27.815,-17.887,hierro
802,SPC,LA PALMA,28.626,-17.756,santa cruz de la palma
803,LPA,GRAN CANARIA,27.932,-15.386,gran canaria
804,ACE,LANZAROTE,28.945,-13.605,lanzerote
805,TFS,TENERIFE SUR,28.044,-16.572,tenerife
806,TFN,TENERIFE NORTE,28.482,-16.341,tenerife
807,MLN,MELILLA,35.28,-2.956,melilla
808,HGS,HASTINGS,8.394,-13.128,hastings
809,FNA,FREETOWN LUNGI,8.616,-13.195,freetown
810,BXO,BISSAU OSWALDO VIEIRA INTERNATIONAL,11.895,-15.654,bissau
811,MLW,MONROVIA SPRIGGS PAYNE,6.289,-10.759,monrovia
812,ROB,MONROVIA ROBERTS INTERNATIONAL,6.234,-10.362,monrovia
813,AGA,INEZGANE,30.381,-9.546,agadir
814,TTA,PLAGE BLANCHE,28.448,-11.161,tan tan
815,FEZ,SAISS,33.927,-4.978,fez
816,ERH,MOULAY ALI CHERIF,31.949,-4.401,er-rachidia
817,MEK,BASSATINE,33.879,-5.515,meknes
818,OUD,ANGADS,34.787,-1.924,oujda
819,CAS,ANFA,33.553,-7.661,casablanca
820,RBA,SALE,34.051,-6.751,rabat
821,SII,SIDI IFNI,29.369,-10.18,sidi ifini
822,CMN,MOHAMMED V,33.368,-7.588,casablanca
823,RAK,MENARA,31.607,-8.036,marrakech
824,NNA,KENITRA,34.299,-6.596,kentira
825,OZZ,OUARZAZATE,30.939,-6.909,ouarzazate
826,AHU,CHERIF EL IDRISSI,35.177,-3.839,al hociema
827,TTU,SANIAT RMEL,35.594,-5.32,tetouan
828,TNG,IBN BATOUTA,35.727,-5.917,tanger
829,ZIG,ZIGUINCHOR,12.556,-16.282,ziguinchor
830,KDA,KOLDA,12.88,-14.955,kolda
831,CSK,CAP SKIRING,12.41,-16.746,cap skiring
832,KLC,KAOLACK,14.147,-16.051,kaolack
833,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,14.739,-17.49,dakar
834,XLS,SAINT LOUIS,16.05,-16.461,st. louis
835,BXE,BAKEL,14.847,-12.468,bakel
836,KGG,KEDOUGOU,12.572,-12.22,kedougou
837,TUD,TAMBACOUNDA,13.737,-13.653,tambacounda
838,IEO,AIOUN EL ATROUSS,16.711,-9.638,aioun el atrouss
839,TIY,TIDJIKJA,18.57,-11.423,tidjikja
840,KFA,KIFFA,16.59,-11.406,kiffa
841,EMN,NEMA,16.622,-7.314,nema
842,KED,KAEDI,16.159,-13.508,kaedi
843,NKC,NOUAKCHOTT,18.098,-15.948,nouakschott
844,SEY,SELIBADY,15.179,-12.207,selibabi
845,ATR,ATAR,20.507,-13.043,atar
846,NDB,NOUADHIBOU,20.928,-17.031,nouadhibou
847,FIG,FRIA,10.351,-13.569,fira
848,FAA,FARANAH,10.036,-10.77,faranah
849,LEK,LABE,11.326,-12.287,labe
850,MCA,MACENTA,8.481,-9.526,macenta
851,NZE,NZEREKORE,7.806,-8.702,n'zerekore
852,SID,AMILCAR CABRAL INTERNATIONAL,16.741,-22.949,amilcar cabral
853,BVC,RABIL,16.137,-22.889,boa vista
854,RAI,FRANCISCO MENDES,14.924,-23.493,francisco mendez
855,MMO,MAIO,15.156,-23.214,maio
856,SNE,PREGUICA,16.588,-24.284,sao nocolau island
857,VXE,SAO PEDRO,16.834,-25.057,sao vicente island
858,ADD,BOLE INTERNATIONAL,8.977,38.8,addis ababa
859,BJR,BAHIR DAR,11.608,37.321,bahar dar
860,DIR,ABA TENNA DEJAZMATCH YILMA INTERNATIONAL,9.625,41.854,dire dawa
861,GMB,GAMBELLA,8.128,34.563,gambella
862,GDQ,GONDER,12.518,37.432,gondar
863,JIM,ABA SEGUD,7.666,36.816,jimma
864,LLI,LALIBELLA,11.975,38.98,lalibella
865,MQX,MEKELE,13.467,39.533,makale
866,BJM,BUJUMBURA INTERNATIONAL,-3.324,29.318,bujumbura
867,HGA,HARGEISA,9.518,44.089,hargeisa
868,BBO,BERBERA,10.389,44.941,berbera
869,KMU,KISIMAYU,-0.377,42.459,kismayu
870,MGQ,MOGADISHU,2.014,45.305,mogadishu
871,ALY,ALEXANDRIA INTERNATIONAL,31.184,29.949,alexandria
872,ABS,ABU SIMBEL,22.376,31.612,abu simbel
873,CAI,CAIRO INTERNATIONAL,30.122,31.406,cairo
874,HRG,HURGHADA INTERNATIONAL,27.184,33.798,hurghada
875,LXR,LUXOR INTERNATIONAL,25.671,32.706,luxor
876,MUH,MERSA MATRUH,31.325,27.222,mersa-matruh
877,PSD,PORT SAID,31.279,32.24,port said
878,SKV,ST CATHERINE INTERNATIONAL,28.685,34.063,st. catherine
879,ASW,ASWAN INTERNATIONAL,23.964,32.82,aswan
880,ELT,EL TOR,28.209,33.645,el-tor
881,EDL,ELDORET INTERNATIONAL,0.404,35.238,eldoret
882,GAS,GARISSA,-0.463,39.648,garissa
883,KIS,KISUMU,-0.086,34.729,kisumu
884,KTL,KITALE,0.972,34.958,kitale
885,LOK,LODWAR,3.122,35.609,lodwar
886,LAU,LAMU MANDA,-2.252,40.913,lamu
887,LOY,LOYENGALANI,2.763,36.718,loyangalani
888,NDE,MANDERA,3.934,41.844,mandera
889,RBT,MARSABIT,2.345,37.999,marsabit
890,MYD,MALINDI,-3.229,40.102,malindi
891,MBA,MOI INTERNATIONAL,-4.035,39.594,mombasa
892,OYL,MOYALE LOWER,3.47,39.101,moyale lower
893,NYE,NYERI,-0.369,36.98,nyeri
894,WIL,NAIROBI WILSON,-1.322,36.815,nairobi
895,NYK,NANYUKI,-0.061,37.039,nanyuki
896,WJR,WAJIR,1.733,40.091,wajir
897,GHT,GHAT,25.146,10.143,ghat
898,AKF,KUFRA,24.179,23.314,kufra
899,BEN,BENINA,32.097,20.269,benghazi
900,SEB,SEBHA,26.987,14.473,sebha
901,TIP,TRIPOLI INTERNATIONAL,32.663,13.159,tripoli
902,LTD,GHADAMES EAST,30.152,9.715,ghadames
903,GYI,GISENYI,-1.677,29.259,gisenyi
904,KGL,KIGALI INTERNATIONAL,-1.969,30.139,kigali
905,KME,KAMEMBE,-2.462,28.908,kamembe
906,DOG,DONGOLA,19.154,30.43,dongola
907,ELF,EL FASHER,13.615,25.325,el fasher
908,KSL,KASSALA,15.386,36.328,kassala
909,UYL,NYALA,12.054,24.955,nyala
910,EBD,EL OBEID,13.153,30.232,el obeid
911,JUB,JUBA,4.872,31.601,juba
912,MAK,MALAKAL,9.559,31.652,malakal
913,PZU,PORT SUDAN,19.576,37.216,port sudan
914,KRT,KHARTOUM,15.589,32.553,khartoum
915,WUU,WAU,7.726,27.979,wau
916,ARK,ARUSHA,-3.368,36.633,arusha
917,DAR,DAR ES SALAAM,-6.878,39.203,dar es salaam
918,DOD,DODOMA,-6.17,35.752,dodoma
919,IRI,IRINGA,-7.669,35.752,iringa
920,JRO,KILIMANJARO INTERNATIONAL,-3.429,37.074,kilimanjaro
921,QSI,MOSHI,-3.363,37.323,moshi
922,MYW,MTWARA,-10.339,40.182,mtwara
923,MWZ,MWANZA,-2.444,32.932,mwanza
924,PMA,PEMBA,-5.257,39.811,pemba
925,TGT,TANGA,-5.092,39.071,tanga
926,ZNZ,ZANZIBAR,-6.222,39.225,zanzibar
927,EBB,ENTEBBE INTERNATIONAL,0.042,32.443,entebbe
928,SRT,SOROTI,1.728,33.623,soroti
929,ABI,ABILENE RGNL,32.411,-99.682,abilene
930,ACK,NANTUCKET MEM,41.253,-70.06,nantucket
931,ACT,WACO RGNL,31.611,-97.23,waco
932,ACY,ATLANTIC CITY INTERNATIONAL,39.458,-74.577,atlantic city
933,ADM,ARDMORE MUNI,34.303,-97.019,ardmore
934,ADW,ANDREWS AFB,38.811,-76.867,camp springs
935,AEX,ALEXANDRIA INTERNATIONAL,31.327,-92.548,alexandria
936,AGS,AUGUSTA RGNL AT BUSH FLD,33.37,-81.964,bush field
937,AKR,AKRON FULTON INTERNATIONAL,41.038,-81.467,akron
938,ALB,ALBANY INTERNATIONAL,42.748,-73.803,albany
939,ALI,ALICE INTERNATIONAL,27.741,-98.027,alice
940,AMA,AMARILLO INTERNATIONAL,35.219,-101.706,amarillo
941,ANB,ANNISTON METROPOLITAN,33.588,-85.858,anniston
942,AND,ANDERSON RGNL,34.495,-82.709,andersen
943,AOO,ALTOONA BLAIR CO,40.296,-78.32,altoona
944,APG,PHILLIPS AAF,39.466,-76.169,aberdeen
945,ARA,ACADIANA REGIONAL,30.038,-91.884,louisiana
946,ART,WATERTOWN INTERNATIONAL,43.992,-76.022,watertown
947,ATL,THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL,33.64,-84.427,atlanta
948,AUG,AUGUSTA STATE,44.321,-69.797,augusta
949,AUS,AUSTIN BERGSTROM INTERNATIONAL,30.194,-97.67,austin
950,BAB,BEALE AFB,39.136,-121.436,marysville
951,BAD,BARKSDALE AFB,32.502,-93.663,shreveport
952,BCT,BOCA RATON,26.378,-80.107,boca raton
953,BDE,BAUDETTE INTERNATIONAL,48.728,-94.612,baudette
954,BDL,BRADLEY INTERNATIONAL,41.939,-72.683,windsor locks
955,BDR,IGOR I SIKORSKY MEM,41.163,-73.126,stratford
956,BED,LAURENCE G HANSCOM FLD,42.47,-71.289,bedford
957,BFI,BOEING FLD KING CO INTERNATIONAL,47.53,-122.302,seattle
958,BFL,MEADOWS FLD,35.433,-119.057,bakersfield
959,BFM,MOBILE DOWNTOWN,30.626,-88.068,mobile
960,BGR,BANGOR INTERNATIONAL,44.807,-68.828,bangor
961,BHM,BIRMINGHAM INTERNATIONAL,33.563,-86.753,birmingham
962,BIF,BIGGS AAF,31.849,-106.38,el paso
963,BIX,KEESLER AFB,30.411,-88.924,biloxi
964,BKF,BUCKLEY AFB,39.702,-104.751,buckley
965,BLI,BELLINGHAM INTERNATIONAL,48.792,-122.537,bellingham
966,BLV,SCOTT AFB MIDAMERICA,38.545,-89.835,belleville
967,BNA,NASHVILLE INTERNATIONAL,36.124,-86.678,nashville
968,BOI,BOISE AIR TERMINAL,43.564,-116.223,boise
969,BOS,GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL,42.364,-71.005,boston
970,BPT,SOUTHEAST TEXAS RGNL,29.951,-94.021,beaumont
971,BRO,BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL,25.907,-97.426,brownsville
972,BTR,BATON ROUGE METRO RYAN FLD,30.533,-91.149,baton rouge
973,BTV,BURLINGTON INTERNATIONAL,44.472,-73.153,burlington
974,BUF,BUFFALO NIAGARA INTERNATIONAL,42.94,-78.732,buffalo
975,BUR,BURBANK GLENDALE PASADENA,34.201,-118.359,burbank
976,BWI,BALTIMORE WASHINGTON INTERNATIONAL,39.175,-76.668,baltimore
977,BYH,ARKANSAS INTERNATIONAL,35.964,-89.943,blytheville
978,BYS,BICYCLE LAKE AAF,35.28,-116.63,fort irwin
979,CAE,COLUMBIA METROPOLITAN,33.939,-81.119,colombia
980,CAR,CARIBOU MUNI,46.871,-68.018,caribou
981,CBM,COLUMBUS AFB,33.644,-88.444,colombus
982,CDC,CEDAR CITY RGNL,37.701,-113.099,cedar city
983,CDS,CHILDRESS MUNI,34.434,-100.288,childress
984,CEF,WESTOVER ARB METROPOLITAN,42.198,-72.534,chicopee falls
985,CEW,BOB SIKES,30.779,-86.522,crestview
986,CFD,COULTER FLD,30.716,-96.331,bryan
987,CHA,LOVELL FLD,35.035,-85.204,chattanooga
988,CHS,CHARLESTON AFB INTERNATIONAL,32.899,-80.04,charleston
989,CIC,CHICO MUNI,39.795,-121.858,chico
990,CLE,CLEVELAND HOPKINS INTERNATIONAL,41.412,-81.85,cleveland
991,CLL,EASTERWOOD FLD,30.588,-96.364,college station
992,CLT,CHARLOTTE DOUGLAS INTERNATIONAL,35.214,-80.943,charlotte
993,CMH,PORT COLUMBUS INTERNATIONAL,39.998,-82.892,columbus
994,CNM,CAVERN CITY AIR TERMINAL,32.337,-104.263,carlsbad
995,CNW,TSTC WACO,31.638,-97.074,waco
996,COF,PATRICK AFB,28.235,-80.61,coco beach
997,COS,CITY OF COLORADO SPRINGS MUNI,38.806,-104.7,colorado springs
998,COT,COTULLA LA SALLE CO,28.458,-99.22,cotulla
999,COU,COLUMBIA RGNL,38.818,-92.219,columbia
1000,CPR,NATRONA CO INTERNATIONAL,42.908,-106.464,casper
1001,CRP,CORPUS CHRISTI INTERNATIONAL,27.77,-97.501,corpus christi
1002,CTB,CUT BANK MUNI,48.608,-112.376,cutbank
1003,CVG,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL,39.046,-84.662,cincinnati
1004,CVS,CANNON AFB,34.383,-103.322,clovis
1005,CXL,CALEXICO INTERNATIONAL,32.669,-115.513,calexico
1006,CXO,MONTGOMERY CO,30.352,-95.414,conroe
1007,CYS,CHEYENNE,41.156,-104.812,cheyenne
1008,DAL,DALLAS LOVE FLD,32.847,-96.852,dallas
1009,DAY,JAMES M COX DAYTON INTERNATIONAL,39.902,-84.219,dayton
1010,DCA,RONALD REAGAN WASHINGTON NATIONAL,38.852,-77.037,washington
1011,DEN,DENVER INTERNATIONAL,39.858,-104.667,denver
1012,DET,DETROIT CITY,42.409,-83.01,detroit
1013,DFW,DALLAS FORT WORTH INTERNATIONAL,32.896,-97.037,dallas-fort worth
1014,DHN,DOTHAN RGNL,31.321,-85.449,dothan
1015,DHT,DALHART MUNI,36.023,-102.547,dalhart
1016,DLF,LAUGHLIN AFB,29.359,-100.778,del rio
