,IATA Code,Airport Name,Latitude Decimal Degrees,Longitude Decimal Degrees,City
2131,SHB,NAKASHIBETSU,43.577,144.96,nakashibetsu
2132,SPK,SAPPORO,43.116,141.38,sapporo
2133,WKJ,WAKKANAI,45.404,141.801,wakkanai
2134,IKI,IKI,33.749,129.785,iki
2135,UBJ,YAMAGUCHI UBE,33.93,131.279,yamaguchi
2136,TSJ,TSUSHIMA,34.285,129.33,tsushima
2137,MBE,MONBETSU,44.304,143.404,monbetsu
2138,AKJ,ASAHIKAWA,43.671,142.447,asahikawa
2139,RIS,RISHIRI,45.242,141.186,rishiri island
2140,KUM,YAKUSHIMA,30.386,130.659,yakushima
2141,FUJ,FUKUE,32.666,128.833,fukue
2142,FUK,FUKUOKA,33.586,130.45,fukuoka
2143,TNE,TANEGASHIMA,30.547,130.95,tanegashima
2144,KOJ,KAGOSHIMA,31.803,130.719,kagoshima
2145,KMI,MIYAZAKI,31.877,131.448,miyazaki
2146,OIT,OITA,33.479,131.737,oita
2147,KKJ,KITAKYUSHU,33.836,130.947,kitakyushu
2148,KMJ,KUMAMOTO,32.837,130.855,kumamoto
2149,NGS,NAGASAKI,32.922,129.923,nagasaki
2150,ASJ,AMAMI,28.431,129.712,amami
2151,TKN,TOKUNOSHIMA,27.836,128.881,tokunoshima
2152,KMQ,KOMATSU,36.394,136.408,kanazawa
2153,NGO,NAGOYA,35.255,136.924,nagoya
2154,OKI,OKI,36.181,133.325,oki island
2155,TOY,TOYAMA,36.648,137.187,toyama
2156,HIJ,HIROSHIMA,34.435,132.922,hiroshima
2157,OKJ,OKAYAMA,34.757,133.856,okayama
2158,IZO,IZUMO,35.414,132.89,izumo
2159,YGJ,MIHO,35.492,133.236,miho
2160,KCZ,KOCHI,33.544,133.671,kochi
2161,MYJ,MATSUYAMA,33.827,132.7,matsuyama
2162,ITM,OSAKA INTERNATIONAL,34.785,135.438,osaka
2163,TTJ,TOTTORI,35.53,134.166,tottori
2164,TKS,TOKUSHIMA,34.133,134.606,tokushima
2165,TAK,TAKAMATSU,34.214,134.016,takamatsu
2166,AOJ,AOMORI,40.734,140.691,aomori
2167,GAJ,YAMAGATA,38.412,140.371,yamagata
2168,HNA,HANAMAKI,39.431,141.136,hanamaki
2169,AXT,AKITA,39.616,140.219,akita
2170,MSJ,MISAWA AB,40.703,141.368,misawa
2171,SDJ,SENDAI,38.139,140.917,sendai
2172,HAC,HACHIJOJIMA,33.115,139.786,hachijojima
2173,OIM,OSHIMA,34.784,139.361,oshima
2174,MMY,MIYAKEJIMA,34.072,139.56,miyake jima
2175,HND,TOKYO INTERNATIONAL,35.552,139.779,tokyo
2176,OKO,YOKOTA AB,35.748,139.348,yokota
2177,KWJ,GWANGJU,35.126,126.81,kwangju
2178,KUB,KUNSAN AB,35.904,126.616,kunsan
2179,RSU,YEOSU,34.84,127.615,yeosu
2180,SHO,SOKCHO,38.148,128.601,sokch'o
2181,KAG,GANGNEUNG,37.753,128.944,kangnung
2182,CJU,JEJU INTERNATIONAL,33.511,126.493,cheju
2183,PUS,GIMHAE INTERNATIONAL,35.179,128.938,kimhae
2184,USN,ULSAN,35.593,129.352,ulsan
2185,SSN,SEOUL AB,37.446,127.114,seoul east
2186,OSN,OSAN AB,37.091,127.029,osan
2187,GMP,GIMPO,37.558,126.791,seoul
2188,KPO,POHANG,35.988,129.42,pohang
2189,TAE,DAEGU AB,35.894,128.659,taegu
2190,YEC,YECHEON,36.632,128.355,yechon
2191,OKA,NAHA,26.196,127.646,naha
2192,DNA,KADENA AB,26.356,127.767,kadena
2193,ISG,ISHIGAKI,24.344,124.187,ishigaki
2194,UEO,KUMEJIMA,26.363,126.714,kumejima
2195,MMD,MINAMI DAITO,25.846,131.263,minami daito
2196,MMY,MIYAKO,24.783,125.295,miyako
2197,KTD,KITADAITO,25.948,131.321,kitadaito
2198,SHI,SHIMOJISHIMA,24.827,125.145,shimojishima
2199,RNJ,YORON,27.044,128.401,yoron
2200,OGN,YONAGUNI,24.467,122.978,yonaguni jima
2201,MNL,NINOY AQUINO INTERNATIONAL,14.509,121.019,manila
2202,CEB,COTABATO,7.165,124.21,cebu
2203,CGY,CAGAYAN DE ORO,8.414,124.611,ladag
2204,MNL,MALABANG,7.617,124.059,manila
2205,LGP,PAGADIAN,7.828,123.46,legazpi
2206,ZAM,ZAMBOANGA INTERNATIONAL,6.922,122.059,zamboanga
2207,BAG,BAGUIO,16.375,120.619,baguio
2208,TAC,DANIEL Z ROMUALDEZ,11.227,125.028,tacloban
2209,BCD,BACOLOD,10.643,122.929,bacolod
2210,DGT,DUMAGUETE,9.334,123.302,dumaguete
2211,ILO,ILOILO,10.713,122.545,iloilo
2212,KLO,KALIBO,11.681,122.378,kalibo
2213,NOP,MACTAN INTERNATIONAL,10.308,123.979,masbate
2214,PPS,PUERTO PRINCESA,9.742,118.759,puerto princesa
2215,SJI,ANTIQUE,10.766,121.932,san jose
2216,COC,COMODORO PIERRESTEGUI,-31.297,-57.996,concordia
2217,GHU,GUALEGUAYCHU,-33.006,-58.613,gualeguaychu
2218,PRA,GENERAL URQUIZA,-31.795,-60.48,parana
2219,ROS,ROSARIO,-32.903,-60.784,rosario
2220,SFN,SAUCE VIEJO,-31.712,-60.812,santa fe
2221,AEP,AEROPARQUE JORGE NEWBERY,-34.559,-58.416,buenos aires
2222,COR,AMBROSIO L V TARAVELLA,-31.324,-64.208,cordoba
2223,LPG,LA PLATA,-34.972,-57.894,la plata
2224,MDZ,EL PLUMERILLO,-32.832,-68.793,mendoza
2225,LGS,MALARGUE,-35.484,-69.582,malargue
2226,AFA,SAN RAFAEL,-34.588,-68.403,san rafael
2227,CTC,CATAMARCA,-28.596,-65.752,catamarca
2228,SDE,SANTIAGO DEL ESTERO,-27.766,-64.31,santiago del estero
2229,IRJ,LA RIOJA,-29.381,-66.796,la rioja
2230,TUC,TENIENTE BENJAMIN MATIENZO,-26.841,-65.105,tucuman
2231,UAQ,SAN JUAN,-31.571,-68.418,san julian
2232,RCU,RIO CUARTO AREA DE MATERIAL,-33.086,-64.261,rio cuarto
2233,VDR,VILLA DOLORES,-31.941,-65.142,villa dolores
2234,LUQ,SAN LUIS,-33.273,-66.356,san luis
2235,CNQ,CORRIENTES,-27.445,-58.762,corrientes
2236,RES,RESISTENCIA,-27.45,-59.056,resistencia
2237,FMA,FORMOSA,-26.212,-58.228,formosa
2238,IGR,CATARATAS DEL IGUAZU,-25.738,-54.473,iguazu falls
2239,AOL,PASO DE LOS LIBRES,-29.689,-57.152,paso de los libres
2240,PSS,POSADAS,-27.386,-55.971,posadas
2241,SLA,SALTA,-24.856,-65.486,salta
2242,JUJ,JUJUY,-24.393,-65.098,jujuy
2243,ORA,ORAN,-23.153,-64.329,oran
2244,EHL,EL BOLSON,-41.943,-71.532,el bolson
2245,CRD,COMODORO RIVADAVIA,-45.785,-67.466,comodoro rivadavia
2246,EMX,EL MAITEN,-42.031,-71.17,el maiten
2247,EQS,ESQUEL,-42.908,-71.139,esquel
2248,REL,ALMIRANTE ZAR,-43.21,-65.27,trelew
2249,VDM,GOBERNADOR CASTELLO,-40.869,-63.0,viedma
2250,PMY,EL TEHUELCHE,-42.759,-65.102,puerto madryn
2251,ING,LAGO ARGENTINO,-50.335,-72.248,lago argentino
2252,PUD,PUERTO DESEADO,-47.735,-65.904,puerto deseado
2253,RGA,RIO GRANDE,-53.777,-67.749,rio grande
2254,RGL,RIO GALLEGOS,-51.609,-69.313,rio gallegos
2255,USH,USHUAIA MALVINAS ARGENTINAS,-54.843,-68.296,ushuaia
2256,ULA,SAN JULIAN,-49.307,-67.802,san julian
2257,JSM,JOSE DE SAN MARTIN,-44.048,-70.459,jose de san martin
2258,RYO,EL TURBIO,-51.606,-72.217,rio turbio
2259,RZA,SANTA CRUZ,-50.016,-68.579,santa cruz
2260,BHI,COMANDANTE ESPORA,-38.725,-62.169,bahia blanca
2261,MDQ,MAR DEL PLATA,-37.934,-57.573,mar del plata
2262,NQN,PRESIDENTE PERON,-38.949,-68.156,neuquen
2263,RSA,SANTA ROSA,-36.588,-64.275,santa rosa
2264,BRC,SAN CARLOS DE BARILOCHE,-41.151,-71.157,san carlos de bariloch
2265,TDL,TANDIL,-37.237,-59.228,tandil
2266,VLG,VILLA GESELL,-37.235,-57.029,villa gesell
2267,CPC,AVIADOR C CAMPOS,-40.075,-71.137,san martin des andes
2268,CDJ,UNKNOWN,-8.348,-49.301,conceicao do araguaia
2269,AQA,ARARAQUARA,-21.812,-48.133,araracuara
2270,AJU,SANTA MARIA,-10.984,-37.07,aracaju
2271,AFL,ALTA FLORESTA,-9.866,-56.106,alta floresta
2272,ARU,ARACATUBA,-21.141,-50.425,aracatuba
2273,BEL,VAL DE CAES,-1.379,-48.476,belem
2274,BGX,COMANDANTE GUSTAVO KRAEMER,-31.39,-54.112,bage
2275,PLU,PAMPULHA,-19.852,-43.95,belo horizonte
2276,BFH,BACACHERI,-25.405,-49.232,curitiba
2277,BSB,PRESIDENTE JUSCELINO KUBITSCHEK,-15.862,-47.913,brasilia
2278,BAU,BAURU,-22.345,-49.054,bauru
2279,BVB,BOA VISTA,2.846,-60.69,boa vista
2280,CAC,CASCAVEL,-25.0,-53.501,cascavel
2281,CNF,TANCREDO NEVES,-19.634,-43.969,belo horizonte
2282,CGR,CAMPO GRANDE,-20.469,-54.672,campo grande
2283,XAP,CHAPECO,-27.134,-52.656,chapeco
2284,CLN,CAROLINA,-7.32,-47.459,carolina
2285,CAW,BARTOLOMEU LISANDRO,-21.698,-41.302,campos
2286,CMG,CORUMBA INTERNATIONAL,-19.012,-57.673,corumba
2287,CWB,AFONSO PENA,-25.528,-49.176,curitiba
2288,CRQ,CARAVELAS,-17.652,-39.253,caravelas
2289,CXJ,CAMPO DOS BUGRES,-29.197,-51.188,caxias do sul
2290,CGB,MARECHAL RONDON,-15.653,-56.117,cuiaba
2291,CZS,CRUZEIRO DO SUL,-7.6,-72.769,cruiziro do sul
2292,PPB,PRESIDENTE PRUDENTE,-22.175,-51.424,president prudente
2293,MAO,EDUARDO GOMES INTERNATIONAL,-3.039,-60.05,manaus
2294,FRC,FRANCA,-20.592,-47.383,franca
2295,IGU,CATARATAS INTERNATIONAL,-25.596,-54.487,foz do iguacu
2296,FLN,HERCILIO LUZ,-27.672,-48.548,florianopolis
2297,FEN,FERNANDO DE NORONHA,-3.855,-32.423,fernando do noronha
2298,FOR,PINTO MARTINS INTERNATIONAL,-3.776,-38.532,fortaleza
2299,GIG,GALEAO ANTONIO CARLOS JOBIM,-22.809,-43.244,rio de janeiro
2300,GYN,SANTA GENOVEVA,-16.631,-49.222,goiania
2301,GRU,GUARULHOS,-23.432,-46.469,sao paulo
2302,ATM,ALTAMIRA,-3.254,-52.254,altamira
2303,IOS,ILHEUS,-14.816,-39.033,ilheus
2304,IPN,USIMINAS,-19.471,-42.488,ipatinga
2305,IMP,IMPERATRIZ,-5.531,-47.46,imperatriz
2306,JDF,FRANCISCO DE ASSIS,-21.791,-43.387,juiz de fora
2307,JPA,INTL. PRES. CASTRO PINTO,-7.27,-35.896,joao pessoa
2308,JOI,JOINVILLE,-26.225,-48.797,joinville
2309,VCP,VIRACOPOS,-23.008,-47.134,campinas
2310,LIP,LINS,-21.664,-49.73,lins
2311,LDB,LONDRINA,-23.334,-51.13,londrina
2312,LAZ,BOM JESUS DA LAPA,-13.262,-43.408,bom jesus da lapa
2313,MAB,MARABA,-5.368,-49.138,maraba
2314,MGF,MARINGA,-23.44,-51.907,maringa
2315,MOC,MONTES CLAROS,-16.707,-43.819,montes claros
2316,MCZ,ZUMBI DOS PALMARES,-9.51,-35.793,maceio
2317,MCP,MACAPA,0.051,-51.072,macapa
2318,NVT,NAVEGANTES ITAJAI,-26.88,-48.651,navegantes
2319,GEL,SANTO ANGELO,-28.282,-54.169,santo angelo
2320,NAT,AUGUSTO SEVERO,-5.911,-35.248,natal
2321,POA,SALGADO FILHO,-29.994,-51.171,porto alegre
2322,POO,POCOS DE CALDAS,-21.843,-46.568,pocos de caldas
2323,PFB,LAURO KURTZ,-28.244,-52.326,passo fundo
2324,PET,PELOTAS,-31.718,-52.328,pelotas
2325,PNZ,PETROLINA,-9.364,-40.564,petrolina
2326,PNB,PORTO NACIONAL,-10.719,-48.4,porto nacional
2327,PMG,PONTA PORA,-22.549,-55.703,ponta pora
2328,PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,-8.709,-63.902,porto velho
2329,RBR,PRESIDENTE MEDICI,-9.869,-67.894,rio branco
2330,REC,GUARARAPES,-8.126,-34.923,recife
2331,RIG,RIO GRANDE,-32.083,-52.166,rio grande
2332,SDU,SANTOS DUMONT,-22.91,-43.163,rio de janeiro
2333,RAO,LEITE LOPES,-21.134,-47.774,ribeirao preto
2334,STU,SANTA CRUZ,-22.932,-43.719,rio de janeiro
2335,SJK,SAO JOSE DOS CAMPOS,-23.229,-45.861,sao jose dos campos
2336,SLZ,MARECHAL CUNHA MACHADO,-2.589,-44.236,sao luis
2337,STM,SANTA MARIA,-29.711,-53.688,santarem
2338,CGH,CONGONHAS,-23.627,-46.655,sao paulo
2339,SJP,SAO JOSE DO RIO PRETO,-20.816,-49.406,sao jose do rio preto
2340,SSZ,SANTOS AIR BASE,-23.925,-46.288,santos
2341,SSA,DEPUTADO LUIS EDUARDO MAGALHAES,-12.911,-38.331,salvador
2342,THE,SENADOR PETRONIO PORTELLA,-5.06,-42.823,teresina
2343,TFF,TEFE,-3.383,-64.724,tefe
2344,TBT,TABATINGA,-4.256,-69.936,tabatinga
2345,TUR,TUCURUI,-3.785,-49.719,tucurui
2346,PAV,PAULO AFONSO,-9.401,-38.251,paulo alfonso
2347,URG,RUBEM BERTA,-29.782,-57.038,uruguaiana
2348,UDI,UBERLANDIA,-18.883,-48.226,uberlandia
2349,UBA,UBERABA,-19.765,-47.965,uberaba
2350,VAG,MAJOR BRIGADEIRO TROMPOWSKY,-21.59,-45.473,varginha
2351,BVH,VILHENA,-12.694,-60.098,vilhena
2352,VIX,GOIABEIRAS,-20.256,-40.289,vitoria
2353,QPS,CAMPO FONTENELLE,-21.985,-47.338,piracununga
2354,ZUD,PUPELDE,-41.906,-73.797,ancud
2355,WAP,ALTO PALENA,-43.615,-71.807,alto palena
2356,ARI,CHACALLUTA,-18.348,-70.339,arica
2357,BBA,BALMACEDA,-45.916,-71.689,balmaceda
2358,CCH,CHILE CHICO,-46.582,-71.698,chile chico
2359,CJC,EL LOA,-22.499,-68.904,calama
2360,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,-53.003,-70.855,punta arenas
2361,GXQ,TENIENTE VIDAL,-45.594,-72.106,coyhaique
2362,IQQ,DIEGO ARACENA INTERNATIONAL,-20.535,-70.181,iquique
2363,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,-33.393,-70.786,santiago
2364,ANF,CERRO MORENO INTERNATIONAL,-23.444,-70.445,antofagasta
2365,LSQ,MARIA DOLORES,-37.402,-72.426,los angeles
2366,CPO,CHAMONATE,-27.296,-70.414,copiapo
2367,CCP,CARRIEL SUR INTERNATIONAL,-36.773,-73.063,concepcion
2368,IPC,MATAVERI INTERNATIONAL,-27.165,-109.422,easter island
2369,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,-40.611,-73.06,osorno
2370,LSC,LA FLORIDA,-29.916,-71.191,la serena
2371,ZCO,MAQUEHUE,-38.769,-72.636,temuco
2372,PMC,EL TEPUAL INTERNATIONAL,-41.439,-73.094,puerto montt
2373,ULC,LOS CERRILLOS,-33.493,-70.698,santiago
2374,WCH,CHAITEN,-42.933,-72.699,chaiten
2375,ZAL,PICHOY,-39.65,-73.086,valdivia
2376,ATF,CHACHOAN,-1.212,-78.574,ambato
2377,OCC,FRANCISCO DE ORELLANA,-0.463,-76.986,coca
2378,CUE,MARISCAL LAMAR,-2.889,-78.984,cuenca
2379,GPS,SEYMOUR,-0.454,-90.266,galapagos
2380,GYE,SIMON BOLIVAR INTERNATIONAL,-2.158,-79.884,guayaquil
2381,LGQ,LAGO AGRIO,0.092,-76.869,lago agrio
2382,XMS,MACAS,-2.299,-78.121,macas
2383,MCH,GENERAL SERRANO,-3.269,-79.962,machala
2384,MEC,ELOY ALFARO INTERNATIONAL,-0.946,-80.678,manta
2385,PVO,REALES TAMARINDOS,-1.041,-80.472,portoviejo
2386,UIO,MARISCAL SUCRE INTERNATIONAL,-0.141,-78.488,quito
2387,SNC,GENERAL ULPIANO PAEZ,-2.205,-80.989,salinas
2388,TPC,TARAPOA,-0.123,-76.337,tarapoa
2389,TUA,EL ROSAL TENIENTE MANTILLA,0.809,-77.708,tulcan
2390,ASU,SILVIO PETTIROSSI INTERNATIONAL,-25.24,-57.519,asuncion
2391,AXM,EL EDEN,4.454,-75.765,armenia
2392,PUU,TRES DE MAYO,0.505,-76.501,puerto asis
2393,BGA,PALONEGRO,7.126,-73.185,bucaramanga
2394,BOG,ELDORADO INTERNATIONAL,4.701,-74.147,bogota
2395,BAQ,ERNESTO CORTISSOZ,10.889,-74.781,barranquilla
2396,BSC,JOSE CELESTINO MUTIS,6.203,-77.394,bahia solano
2397,BUN,GERARDO TOBAR LOPEZ,3.819,-76.99,buenaventura
2398,CUC,CAMILO DAZA,7.928,-72.511,cucuta
2399,COG,MANDINGA,5.072,-76.676,condoto
2400,CTG,RAFAEL NUNEZ,10.442,-75.513,cartagena
2401,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,3.543,-76.381,cali
2402,TCO,LA FLORIDA,1.814,-78.749,tumaco
2403,CZU,LAS BRUJAS,9.332,-75.286,corozal
2404,EJA,YARIGUIES,7.024,-73.807,barrancabermeja
2405,FLA,GUSTAVO ARTUNDUAGA PAREDES,1.59,-75.564,florencia
2406,GPI,GUAPI,2.57,-77.898,guapi
2407,IBE,PERALES,4.421,-75.133,ibague
2408,IPI,SAN LUIS,0.862,-77.672,ipiales
2409,LET,ALFREDO VASQUEZ COBO,-4.193,-69.943,leticia
2410,EOH,OLAYA HERRERA,6.22,-75.591,medellin
2411,MGN,BARACOA,9.283,-74.839,magangue
2412,MTR,LOS GARZONES,8.824,-75.826,monteria
2413,MVP,FABIO ALBERTO LEON BENTLEY,1.254,-70.234,mitu
2414,MZL,LA NUBIA,5.03,-75.465,manizales
2415,NVA,BENITO SALAS,2.95,-75.294,neiva
2416,OCV,AGUAS CLARAS,8.315,-73.358,ocana
2417,OTU,OTU,7.01,-74.715,otu
2418,PCR,PUERTO CARRENO,6.184,-67.493,puerto carreno
2419,PEI,MATECANA,4.813,-75.739,pereira
2420,PPN,GUILLERMO LEON VALENCIA,2.454,-76.61,popayan
2421,PSO,ANTONIO NARINO,1.396,-77.291,pasto
2422,PVA,EL EMBRUJO,13.357,-81.358,providencia
2423,MDE,JOSE MARIA CORDOVA,6.164,-75.423,rio negro
2424,RCH,ALMIRANTE PADILLA,11.526,-72.926,rio hacha
2425,RVE,LOS COLONIZADORES,6.958,-71.855,saravena
2426,SJE,JORGE E GONZALEZ TORRES,2.579,-72.639,san jose del guaviare
2427,SMR,SIMON BOLIVAR,11.119,-74.231,santa marta
2428,ADZ,GUSTAVO ROJAS PINILLA,12.583,-81.711,san andres island
2429,SVI,EDUARDO FALLA SOLANO,2.152,-74.766,san vincente de caguan
2430,TDA,TRINIDAD,5.43,-71.658,trinidad
2431,TME,TAME,6.451,-71.76,tame
2432,TRB,GONZALO MEJIA,8.074,-76.741,turbo
2433,AUC,SANTIAGO PEREZ,7.069,-70.737,arauca
2434,UIB,EL CARANO,5.691,-76.641,quibdo
2435,ULQ,FARFAN,4.088,-76.235,tulua
2436,VUP,ALFONSO LOPEZ PUMAREJO,10.435,-73.249,valledupar
2437,VVC,VANGUARDIA,4.168,-73.614,villavicencio
2438,APB,APOLO,-14.739,-68.411,apolo
2439,BJO,BERMEJO,-22.769,-64.315,bermejo
2440,CAM,CAMIRI,-20.007,-63.527,camiri
2441,CBB,JORGE WILSTERMAN,-17.421,-66.177,cochabamba
2442,CIJ,CAPITAN ANIBAL ARAB,-11.04,-68.783,cobija
2443,CEP,CONCEPCION,-16.143,-62.026,conception
2444,GYA,CAP DE AV EMILIO BELTRAN,-10.822,-65.346,guayaramerin
2445,SJB,SAN JOAQUIN,-13.053,-64.662,san joaquin
2446,LPB,EL ALTO INTERNATIONAL,-16.513,-68.192,la paz
2447,MGD,MAGDALENA,-13.254,-64.063,magdalena
2448,POI,CAPITAN NICOLAS ROJAS,-19.543,-65.724,potosi
2449,PSZ,CAP DE AV SALVADOR OGAYA G,-18.975,-57.821,puerto suarez
2450,RIB,CAP DE AV SELIN ZEITUN LOPEZ,-11.01,-66.073,riberalta
2451,RBQ,RURRENABAQUE,-14.428,-67.501,rurrenabaque
2452,SRJ,CAPITAN GERMAN QUIROGA G,-14.857,-66.737,san borja
2453,SRE,JUANA AZURDUY DE PADILLA,-19.007,-65.289,sucre
2454,TJA,CAPITAN ORIEL LEA PLAZA,-21.556,-64.701,tarija
2455,TDD,TTE AV JORGE HENRICH ARAUZ,-14.819,-64.918,trinidad
2456,VVI,VIRU VIRU INTERNATIONAL,-17.645,-63.135,santa cruz
2457,PBM,JOHAN A PENGEL INTERNATIONAL,5.453,-55.188,zandery
2458,ORG,ZORG EN HOOP,5.811,-55.191,paramaribo
2459,CAY,ROCHAMBEAU,4.82,-52.36,cayenne
2460,PCL,CAP FAP DAVID AVENZUR RENGIFO,-8.378,-74.574,pucallpa
2461,CHM,TENIENTE FAP JAIME A DE MONTR MORALES,-9.151,-78.524,chimbote
2462,TGI,TINGO MARIA,-9.29,-76.006,tingo maria
2463,CIX,CAPT JOSE ABELARDO QUINONES GONZALES,-6.787,-79.828,chiclayo
2464,AYP,CORONEL FAP ALFREDO MENDIVIL DUARTE,-13.155,-74.204,ayacucho
2465,ANS,ANDAHUAYLAS,-13.706,-73.35,andahuaylas
2466,ATA,COMMANDANTE FAP GERMAN ARIAS GRAZZIANI,-9.347,-77.598,anta
2467,LIM,JORGE CHAVEZ INTERNATIONAL,-12.022,-77.114,lima
2468,JJI,JUANJUI,-7.169,-76.728,juanjui
2469,JUL,JULIACA,-15.467,-70.158,juliaca
2470,TBP,PEDRO CANGA,-3.552,-80.381,tumbes
2471,YMS,MOISES BENZAQUEN RENGIFO,-5.894,-76.118,yurimaguas
2472,CHH,CHACHAPOYAS,-6.202,-77.856,chachapoyas
2473,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,-3.785,-73.309,iquitos
2474,AQP,RODRIGUEZ BALLON,-16.341,-71.583,arequipa
2475,TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,-8.085,-79.109,trujillo
2476,PIO,PISCO,-13.745,-76.22,pisco
2477,TPP,TARAPOTO,-6.509,-76.373,tarapoto
2478,TCQ,CORONEL FAP CARLOS CIRIANI SANTA ROSA,-18.053,-70.276,tacna
2479,PEM,PADRE ALDAMIZ,-12.614,-69.229,puerto maldonado
2480,PIU,CAPITAN CONCHA,-5.206,-80.616,piura
2481,TYL,CAPITAN MONTES,-4.576,-81.254,talara
2482,CUZ,VELAZCO ASTETE,-13.536,-71.939,cuzco
2483,MVD,ANGEL S ADAMI,-34.789,-56.264,montevideo
2484,ATI,ARTIGAS INTERNATIONAL,-30.401,-56.508,artigas
2485,CYR,LAGUNA DE LOS PATOS INTERNATIONAL,-34.456,-57.771,colonia
2486,MLZ,CERRO LARGO,-32.338,-54.217,melo
2487,MVD,CARRASCO INTERNATIONAL,-34.838,-56.03,montevideo
2488,PDP,EL JAGUEL INTERNATIONAL,-34.914,-54.921,punta del este
2489,PDU,TYDEO LARRE BORGES INTERNATIONAL,-32.365,-58.061,paysandu
2490,RVY,RIVERA INTERNATIONAL,-30.974,-55.476,rivera
2491,STY,NUEVA HESPERIDES INTERNATIONAL,-31.44,-57.991,salto
2492,TAW,TACUAREMBO,-31.749,-55.926,tacuarembo
2493,AGV,OSWALDO GUEVARA MUJICA,9.553,-69.238,acarigua
2494,AAO,ANACO,9.429,-64.471,anaco
2495,BLA,GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL,10.107,-64.689,barcelona
2496,BNS,BARINAS,8.619,-70.221,barinas
2497,BRM,BARQUISIMETO INTERNATIONAL,10.043,-69.358,barquisimeto
2498,CBL,CIUDAD BOLIVAR,8.122,-63.537,ciudad bolivar
2499,CAJ,CANAIMA,6.232,-62.854,canaima
2500,CUP,GENERAL JOSE FRANCISCO BERMUDEZ,10.66,-63.262,carupano
2501,CZE,JOSE LEONARDO CHIRINOS,11.415,-69.681,coro
2502,CUM,ANTONIO JOSE DE SUCRE,10.45,-64.13,cumana
2503,GUI,GUIRIA,10.574,-62.313,guiria
2504,GUQ,GUANARE,9.027,-69.755,guanare
2505,LSP,JOSEFA CAMEJO,11.781,-70.152,paraguana
2506,LFR,LA FRIA,8.239,-72.271,la fria
2507,MAR,LA CHINITA INTERNATIONAL,10.558,-71.728,maracaibo
2508,MRD,ALBERTO CARNEVALLI,8.582,-71.161,merida
2509,PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,10.912,-63.966,porlamar
2510,CCS,SIMON BOLIVAR INTERNATIONAL,10.603,-66.991,caracas
2511,MUN,MATURIN,9.749,-63.152,maturin
2512,PYH,CASIQUE ARAMARE,5.62,-67.606,puerto ayacucho
2513,PBL,GENERAL BARTOLOME SALOM INTERNATIONAL,10.48,-68.073,puerto cabello
2514,PZO,GENERAL MANUEL CARLOS PIAR,8.288,-62.76,guayana
2515,SVZ,SAN ANTONIO DEL TACHIRA,7.852,-72.435,san antonio
2516,STD,MAYOR BUENAVENTURA VIVAS,7.565,-72.035,santo domingo
2517,SFH,SUB TENIENTE NESTOR ARIAS,10.279,-68.755,san felipe
2518,SFD,SAN FERNANDO DE APURE,7.883,-67.444,san fernando de apure
2519,SOM,SAN TOME,8.945,-64.151,san tome
2520,STB,SANTA BARBARA DEL ZULIA,8.974,-71.943,santa barbara
2521,TUV,TUCUPITA,9.089,-62.094,tucupita
2522,VLN,ARTURO MICHELENA INTERNATIONAL,10.158,-67.927,valencia
2523,VLV,DR ANTONIO NICOLAS BRICENO,9.341,-70.584,valera
2524,VDP,VALLE DE LA PASCUA,9.222,-65.993,valle de la pascua
2525,KAR,KAMARANG,5.865,-60.614,kamarang
2526,LTM,LETHEM,3.373,-59.789,lethem
2527,ANU,V C BIRD INTERNATIONAL,17.137,-61.792,antigua
2528,BGI,GRANTLEY ADAMS INTERNATIONAL,13.074,-59.492,bridgetown
2529,DCF,CANEFIELD,15.337,-61.392,canefield
2530,DOM,MELVILLE HALL,15.547,-61.3,dominica
2531,FDF,LE LAMENTIN,14.591,-61.003,fort-de-france
2532,SFG,GRAND CASE,18.1,-63.047,st. martin
2533,SBH,GUSTAVIA/ST.BARTHEL,17.9,-62.85,st.-barthelemy
2534,PTP,LE RAIZET,16.265,-61.532,pointe-a-pitre
2535,GND,POINT SALINES INTERNATIONAL,12.004,-61.786,point salines
2536,STT,CYRIL E KING,18.337,-64.973,st. thomas
2537,STX,HENRY E ROHLSEN,17.702,-64.798,st. criox island
2538,BQN,RAFAEL HERNANDEZ,18.495,-67.129,aguadilla
2539,FAJ,DIEGO JIMENEZ TORRES,18.309,-65.662,fajardo
2540,SIG,FERNANDO LUIS RIBAS DOMINICCI,18.457,-66.098,san juan
2541,MAZ,EUGENIO MARIA DE HOSTOS,18.256,-67.148,mayaguez
2542,NRR,ROOSEVELT ROADS NS,18.245,-65.643,roosevelt roads
2543,PSE,MERCEDITA,18.008,-66.563,ponce
2544,SJU,LUIS MUNOZ MARIN INTERNATIONAL,18.439,-66.002,san juan
2545,SKB,ROBERT L BRADSHAW,17.311,-62.719,basse terre
